event_id,subscription_id,customer_id,event_at,event_type,plan_id,seats,mrr,billing_interval,notes
443,170,165,2024-11-02,created,3,145,11962.50,annual,
444,170,165,2025-02-26,seats_expanded,3,176,14520.00,annual,
445,170,165,2025-04-18,seats_expanded,3,213,17572.50,annual,
446,170,165,2026-07-12,seats_expanded,3,235,19387.50,annual,
447,171,166,2025-04-09,created,2,8,472.00,monthly,
448,171,166,2025-08-26,seats_contracted,2,6,354.00,monthly,
449,171,166,2025-12-23,cancelled,2,6,0.00,monthly,low_adoption
450,172,167,2024-09-30,created,3,19,1567.50,annual,
451,172,167,2025-03-12,cancelled,3,19,0.00,annual,low_adoption
452,173,168,2025-02-12,created,2,7,344.17,annual,
453,173,168,2025-09-28,seats_expanded,2,8,393.33,annual,
454,173,168,2026-01-25,plan_upgraded,3,8,660.00,annual,
455,173,168,2026-08-23,cancelled,3,8,0.00,annual,price
456,174,169,2025-03-26,created,3,60,4950.00,annual,
457,174,169,2025-04-01,plan_downgraded,2,50,2458.33,annual,
458,174,169,2025-07-12,plan_downgraded,1,10,290.00,monthly,
459,175,170,2025-06-12,created,2,8,472.00,monthly,
460,175,170,2025-11-15,plan_upgraded,3,8,792.00,monthly,
461,175,170,2026-02-01,cancelled,3,8,0.00,monthly,low_adoption
462,176,171,2024-05-22,created,1,10,290.00,monthly,
463,176,171,2025-02-15,cancelled,1,10,0.00,monthly,competitor
464,177,172,2022-12-07,created,1,10,290.00,monthly,
465,178,173,2025-06-29,created,3,34,3366.00,monthly,
466,178,173,2026-01-22,seats_expanded,3,40,3960.00,monthly,
467,178,173,2026-05-11,seats_expanded,3,48,4752.00,monthly,
468,178,173,2026-07-31,cancelled,3,48,0.00,monthly,company_closed
469,179,174,2026-08-10,created,1,10,290.00,monthly,
470,180,175,2023-07-15,created,2,25,1475.00,monthly,
471,180,175,2024-03-16,cancelled,2,25,0.00,monthly,internal_tool
472,181,175,2024-06-16,reactivated,2,17,1003.00,monthly,
473,181,175,2025-05-06,cancelled,2,17,0.00,monthly,low_adoption
474,182,176,2023-10-18,created,4,271,33649.17,annual,
475,182,176,2025-10-08,seats_expanded,4,291,36132.50,annual,
476,182,176,2025-11-07,seats_contracted,4,228,28310.00,annual,
477,182,176,2026-05-08,seats_expanded,4,251,31165.83,annual,
478,183,177,2026-07-30,created,3,16,1584.00,monthly,
479,184,178,2024-08-05,created,1,10,290.00,monthly,
480,184,178,2024-09-17,plan_upgraded,2,10,590.00,monthly,
481,184,178,2025-04-06,seats_contracted,2,9,531.00,monthly,
482,184,178,2025-06-01,plan_downgraded,1,9,261.00,monthly,
483,184,178,2025-08-19,seats_expanded,1,10,290.00,monthly,
484,184,178,2025-09-28,seats_contracted,1,8,232.00,monthly,
485,185,179,2022-08-12,created,2,2,118.00,monthly,
486,185,179,2022-12-10,cancelled,2,2,0.00,monthly,price
487,186,180,2026-08-18,created,1,2,58.00,monthly,
488,187,181,2026-04-30,created,2,32,1888.00,monthly,
489,187,181,2026-07-14,seats_contracted,2,27,1593.00,monthly,
490,188,182,2023-08-05,created,4,492,61090.00,annual,
491,188,182,2026-02-18,seats_expanded,4,591,73382.50,annual,
492,189,183,2022-09-26,created,3,16,1584.00,monthly,
493,189,183,2023-01-12,seats_expanded,3,18,1782.00,monthly,
494,189,183,2023-11-04,seats_expanded,3,19,1881.00,monthly,
495,189,183,2024-06-21,plan_upgraded,4,19,2359.17,annual,
496,189,183,2024-10-23,seats_expanded,4,23,2855.83,annual,
497,189,183,2025-01-27,seats_expanded,4,26,3228.33,annual,
498,189,183,2025-04-20,seats_expanded,4,30,3725.00,annual,
499,190,184,2024-08-08,created,1,7,203.00,monthly,
500,190,184,2024-11-25,cancelled,1,7,0.00,monthly,low_adoption
501,191,185,2024-10-14,created,2,16,944.00,monthly,
502,191,185,2025-12-25,seats_expanded,2,17,1003.00,monthly,
503,191,185,2026-05-06,seats_expanded,2,20,1180.00,monthly,
504,191,185,2026-07-07,seats_contracted,2,18,1062.00,monthly,
505,192,186,2026-03-17,created,4,290,36008.33,annual,
506,193,187,2025-03-27,created,3,95,7837.50,annual,
507,193,187,2026-01-31,seats_expanded,3,101,8332.50,annual,
508,194,188,2026-02-04,created,1,10,290.00,monthly,
509,194,188,2026-07-12,plan_upgraded,2,10,590.00,monthly,
510,195,189,2023-07-18,created,3,19,1567.50,annual,
511,195,189,2024-03-17,plan_upgraded,4,19,2359.17,annual,
512,195,189,2024-10-17,seats_expanded,4,22,2731.67,annual,
513,195,189,2025-03-10,seats_expanded,4,26,3228.33,annual,
514,196,190,2024-12-18,created,1,10,290.00,monthly,
515,196,190,2025-02-02,cancelled,1,10,0.00,monthly,price
516,197,191,2025-03-17,created,3,10,825.00,annual,
517,197,191,2025-04-22,seats_expanded,3,12,990.00,annual,
518,197,191,2025-06-02,cancelled,3,12,0.00,annual,low_adoption
519,198,192,2024-02-04,created,3,75,6187.50,annual,
520,198,192,2024-05-30,cancelled,3,75,0.00,annual,competitor
521,199,193,2024-05-28,created,1,6,174.00,monthly,
522,199,193,2025-05-04,cancelled,1,6,0.00,monthly,missing_features
523,200,194,2022-12-31,created,4,377,46810.83,annual,
524,200,194,2025-05-12,cancelled,4,377,0.00,annual,low_adoption
525,201,194,2025-12-26,reactivated,3,342,28215.00,annual,
526,201,194,2026-05-10,seats_expanded,3,376,31020.00,annual,
527,201,194,2026-06-08,cancelled,3,376,0.00,annual,low_adoption
528,202,195,2026-05-26,created,2,9,442.50,annual,
529,202,195,2026-06-13,plan_upgraded,3,9,742.50,annual,
530,203,196,2023-01-07,created,2,3,177.00,monthly,
531,203,196,2023-06-16,plan_upgraded,3,3,297.00,monthly,
532,203,196,2023-11-01,seats_expanded,3,4,396.00,monthly,
533,203,196,2024-04-18,cancelled,3,4,0.00,monthly,low_adoption
534,204,197,2022-11-04,created,2,35,2065.00,monthly,
535,204,197,2023-06-15,seats_expanded,2,37,2183.00,monthly,
536,204,197,2023-09-15,cancelled,2,37,0.00,monthly,missing_features
537,205,198,2026-07-14,created,1,4,116.00,monthly,
538,206,199,2025-11-30,created,2,4,196.67,annual,
539,206,199,2026-01-21,cancelled,2,4,0.00,annual,price
540,207,199,2026-05-14,reactivated,2,2,118.00,monthly,
541,208,200,2026-08-13,created,3,146,12045.00,annual,
542,209,201,2024-03-01,created,2,10,590.00,monthly,
543,209,201,2024-07-01,seats_expanded,2,12,708.00,monthly,
544,209,201,2024-12-30,plan_downgraded,1,10,290.00,monthly,
545,209,201,2026-01-23,plan_upgraded,2,10,590.00,monthly,
546,210,202,2026-08-20,created,1,7,203.00,monthly,
547,211,203,2024-09-01,created,3,18,1485.00,annual,
548,211,203,2024-11-27,seats_contracted,3,14,1155.00,annual,
549,211,203,2025-05-25,plan_upgraded,4,14,1738.33,annual,
550,211,203,2026-01-23,plan_downgraded,3,14,1155.00,annual,
551,211,203,2026-07-17,plan_downgraded,2,14,688.33,annual,
552,212,204,2026-06-04,created,2,8,472.00,monthly,
553,213,205,2025-05-01,created,2,9,531.00,monthly,
554,213,205,2025-08-07,seats_contracted,2,8,472.00,monthly,
555,213,205,2025-11-01,seats_expanded,2,9,531.00,monthly,
556,214,206,2026-04-26,created,4,153,18997.50,annual,
557,215,207,2022-12-13,created,3,11,1089.00,monthly,
558,215,207,2023-08-15,cancelled,3,11,0.00,monthly,internal_tool
559,216,208,2026-03-23,created,2,18,1062.00,monthly,
560,216,208,2026-07-31,seats_expanded,2,20,1180.00,monthly,
561,217,209,2023-10-18,created,1,10,290.00,monthly,
562,217,209,2024-12-08,seats_contracted,1,8,232.00,monthly,
563,217,209,2025-07-04,cancelled,1,8,0.00,monthly,competitor
564,218,210,2026-07-03,created,2,3,177.00,monthly,
565,219,211,2024-08-09,created,1,2,58.00,monthly,
566,219,211,2024-11-28,seats_expanded,1,3,87.00,monthly,
567,219,211,2025-06-17,seats_contracted,1,2,58.00,monthly,
568,220,212,2023-03-21,created,4,356,44203.33,annual,
569,220,212,2023-08-04,plan_downgraded,3,356,29370.00,annual,
570,220,212,2023-09-13,seats_expanded,3,428,35310.00,annual,
571,220,212,2024-02-19,seats_contracted,3,365,30112.50,annual,
572,220,212,2024-10-14,seats_expanded,3,391,32257.50,annual,
573,220,212,2024-11-21,seats_contracted,3,341,28132.50,annual,
574,220,212,2024-12-21,seats_expanded,3,408,33660.00,annual,
575,220,212,2025-02-20,seats_expanded,3,495,40837.50,annual,
576,220,212,2025-09-30,plan_upgraded,4,495,61462.50,annual,
577,221,213,2024-07-16,created,4,166,20611.67,annual,
578,221,213,2024-10-02,seats_expanded,4,177,21977.50,annual,
579,221,213,2025-08-09,seats_expanded,4,209,25950.83,annual,
580,222,214,2025-01-30,created,3,19,1567.50,annual,
581,222,214,2025-02-14,plan_downgraded,2,19,934.17,annual,
582,222,214,2025-04-03,plan_upgraded,3,19,1567.50,annual,
583,222,214,2026-02-12,seats_expanded,3,21,1732.50,annual,
584,223,215,2023-10-13,created,1,4,116.00,monthly,
585,223,215,2025-01-16,seats_expanded,1,5,145.00,monthly,
586,223,215,2025-11-29,seats_expanded,1,6,174.00,monthly,
587,223,215,2025-12-09,seats_expanded,1,7,203.00,monthly,
588,224,216,2026-07-14,created,3,159,13117.50,annual,
589,225,217,2026-06-23,created,3,5,495.00,monthly,
590,226,218,2024-09-08,created,1,3,87.00,monthly,
591,226,218,2024-10-26,plan_upgraded,2,3,177.00,monthly,
592,226,218,2024-12-11,plan_upgraded,3,3,297.00,monthly,
593,226,218,2025-04-11,seats_expanded,3,4,396.00,monthly,
594,227,219,2024-12-25,created,3,9,891.00,monthly,
595,227,219,2025-01-27,seats_expanded,3,10,990.00,monthly,
596,227,219,2025-06-03,seats_expanded,3,11,1089.00,monthly,
597,228,220,2026-03-08,created,3,14,1386.00,monthly,
598,228,220,2026-07-01,seats_expanded,3,15,1485.00,monthly,
599,229,221,2025-10-29,created,4,120,14900.00,annual,
600,229,221,2026-03-03,seats_contracted,4,94,11671.67,annual,
601,229,221,2026-07-18,seats_expanded,4,105,13037.50,annual,
602,230,222,2023-12-15,created,3,125,12375.00,monthly,
603,230,222,2024-03-07,seats_expanded,3,146,14454.00,monthly,
604,230,222,2024-08-03,seats_expanded,3,155,15345.00,monthly,
605,230,222,2024-12-12,seats_expanded,3,186,18414.00,monthly,
606,230,222,2025-01-20,plan_upgraded,4,186,23095.00,annual,
607,231,223,2024-09-16,created,2,7,413.00,monthly,
608,231,223,2024-10-01,plan_upgraded,3,7,693.00,monthly,
609,231,223,2024-11-09,seats_expanded,3,8,792.00,monthly,
610,231,223,2024-12-06,seats_expanded,3,9,891.00,monthly,
611,231,223,2025-03-18,plan_upgraded,4,9,1117.50,annual,
612,232,224,2024-10-24,created,2,15,885.00,monthly,
613,232,224,2024-11-20,seats_contracted,2,13,767.00,monthly,
614,232,224,2025-02-28,seats_contracted,2,11,649.00,monthly,
615,232,224,2025-06-09,seats_expanded,2,12,708.00,monthly,
616,232,224,2025-09-19,seats_expanded,2,13,767.00,monthly,
617,232,224,2026-02-17,seats_contracted,2,12,708.00,monthly,
618,232,224,2026-08-25,plan_upgraded,3,12,1188.00,monthly,
619,233,225,2025-10-07,created,3,19,1567.50,annual,
620,233,225,2026-02-24,plan_upgraded,4,19,2359.17,annual,
621,234,226,2025-07-12,created,1,7,203.00,monthly,
622,235,227,2025-05-06,created,2,6,295.00,annual,
623,236,228,2026-03-10,created,2,19,934.17,annual,
624,236,228,2026-07-13,seats_expanded,2,22,1081.67,annual,
625,237,229,2024-02-11,created,2,12,708.00,monthly,
626,237,229,2024-06-30,cancelled,2,12,0.00,monthly,price
627,238,230,2023-09-28,created,2,26,1534.00,monthly,
628,238,230,2023-11-10,seats_contracted,2,20,1180.00,monthly,
629,238,230,2024-03-07,plan_upgraded,3,20,1980.00,monthly,
630,238,230,2024-08-20,plan_upgraded,4,20,2483.33,annual,
631,238,230,2024-10-14,cancelled,4,20,0.00,annual,low_adoption
632,239,231,2023-11-14,created,2,10,491.67,annual,
633,239,231,2024-05-25,cancelled,2,10,0.00,annual,low_adoption
634,240,232,2024-04-18,created,2,9,531.00,monthly,
635,240,232,2024-08-16,seats_expanded,2,10,590.00,monthly,
636,241,233,2026-04-25,created,2,4,196.67,annual,
637,241,233,2026-08-30,seats_expanded,2,5,245.83,annual,
638,242,234,2025-08-01,created,2,2,118.00,monthly,
639,242,234,2026-03-09,plan_upgraded,3,2,198.00,monthly,
640,242,234,2026-08-28,seats_expanded,3,3,297.00,monthly,
641,243,235,2025-08-30,created,2,46,2714.00,monthly,
642,243,235,2026-08-10,seats_expanded,2,49,2891.00,monthly,
643,244,236,2024-05-15,created,2,16,786.67,annual,
644,244,236,2024-12-05,seats_expanded,2,18,885.00,annual,
645,245,237,2023-07-08,created,3,212,17490.00,annual,
646,245,237,2024-08-12,seats_expanded,3,257,21202.50,annual,
647,245,237,2025-02-11,seats_expanded,3,307,25327.50,annual,
648,246,238,2024-05-25,created,2,26,1278.33,annual,
649,246,238,2025-02-04,seats_expanded,2,28,1376.67,annual,
650,246,238,2025-06-07,seats_expanded,2,32,1573.33,annual,
651,246,238,2026-03-02,seats_expanded,2,35,1720.83,annual,
652,247,239,2026-02-17,created,3,151,12457.50,annual,
653,247,239,2026-08-02,seats_expanded,3,168,13860.00,annual,
654,248,240,2023-12-27,created,3,19,1881.00,monthly,
655,248,240,2024-02-14,cancelled,3,19,0.00,monthly,low_adoption
656,249,241,2023-05-18,created,3,19,1567.50,annual,
657,249,241,2023-06-22,seats_expanded,3,22,1815.00,annual,
658,249,241,2023-08-11,seats_expanded,3,24,1980.00,annual,
659,249,241,2024-01-06,cancelled,3,24,0.00,annual,price
660,250,242,2026-06-01,created,2,3,177.00,monthly,
661,251,243,2026-05-08,created,2,10,590.00,monthly,
662,251,243,2026-06-13,seats_expanded,2,11,649.00,monthly,
663,252,244,2024-12-22,created,1,8,232.00,monthly,
664,252,244,2025-02-28,seats_expanded,1,9,261.00,monthly,
665,252,244,2025-04-11,cancelled,1,9,0.00,monthly,company_closed
666,253,244,2025-10-25,reactivated,1,8,232.00,monthly,
667,254,245,2025-05-10,created,3,556,45870.00,annual,
668,254,245,2025-10-29,seats_expanded,3,637,52552.50,annual,
669,254,245,2026-04-28,seats_expanded,3,755,62287.50,annual,
670,255,246,2024-06-01,created,3,45,3712.50,annual,
671,255,246,2024-10-11,seats_expanded,3,48,3960.00,annual,
672,255,246,2024-12-16,seats_expanded,3,56,4620.00,annual,
673,255,246,2025-03-04,plan_downgraded,2,50,2458.33,annual,
674,255,246,2025-06-12,plan_upgraded,3,50,4125.00,annual,
675,256,247,2026-06-24,created,2,31,1524.17,annual,
676,257,248,2022-12-01,created,2,4,236.00,monthly,
677,257,248,2023-09-24,cancelled,2,4,0.00,monthly,price
678,258,249,2022-08-02,created,2,9,531.00,monthly,
679,258,249,2022-10-11,plan_upgraded,3,9,891.00,monthly,
680,258,249,2023-01-16,plan_upgraded,4,9,1117.50,annual,
681,258,249,2023-04-12,seats_expanded,4,10,1241.67,annual,
682,258,249,2024-09-11,seats_expanded,4,11,1365.83,annual,
683,259,250,2026-06-01,created,1,10,290.00,monthly,
684,260,251,2025-04-30,created,3,12,990.00,annual,
685,260,251,2025-08-05,plan_upgraded,4,12,1490.00,annual,
686,261,252,2026-04-30,created,2,5,295.00,monthly,
687,261,252,2026-06-09,seats_expanded,2,6,354.00,monthly,
688,262,253,2025-09-06,created,4,12,1490.00,annual,
689,262,253,2025-12-08,seats_expanded,4,15,1862.50,annual,
690,262,253,2026-02-08,seats_contracted,4,13,1614.17,annual,
691,262,253,2026-05-13,seats_expanded,4,15,1862.50,annual,
692,263,254,2026-02-19,created,1,7,203.00,monthly,
693,263,254,2026-04-20,cancelled,1,7,0.00,monthly,price
694,264,255,2024-03-10,created,1,10,290.00,monthly,
695,264,255,2024-12-01,cancelled,1,10,0.00,monthly,missing_features
696,265,256,2023-05-28,created,2,4,236.00,monthly,
697,265,256,2023-11-22,plan_upgraded,3,4,396.00,monthly,
698,265,256,2026-06-23,seats_expanded,3,5,495.00,monthly,
699,265,256,2026-08-23,seats_expanded,3,6,594.00,monthly,
700,266,257,2025-02-07,created,3,12,990.00,annual,
701,266,257,2025-05-15,seats_contracted,3,10,825.00,annual,
702,266,257,2025-06-22,seats_expanded,3,12,990.00,annual,
703,266,257,2025-10-01,seats_contracted,3,11,907.50,annual,
704,266,257,2026-02-05,plan_downgraded,2,11,540.83,annual,
705,267,258,2025-08-20,created,2,10,590.00,monthly,
706,267,258,2026-06-09,seats_contracted,2,8,472.00,monthly,
707,267,258,2026-08-30,plan_upgraded,3,8,792.00,monthly,
708,268,259,2025-01-13,created,2,50,2458.33,annual,
709,268,259,2025-04-01,plan_upgraded,3,50,4125.00,annual,
710,269,260,2026-02-26,created,2,10,590.00,monthly,
711,269,260,2026-03-09,seats_expanded,2,11,649.00,monthly,
712,270,261,2024-07-10,created,2,2,98.33,annual,
713,270,261,2026-08-07,plan_downgraded,1,2,58.00,monthly,
714,271,262,2026-04-03,created,1,5,145.00,monthly,
715,271,262,2026-08-24,seats_contracted,1,4,116.00,monthly,
716,272,263,2025-08-16,created,1,2,58.00,monthly,
717,272,263,2025-10-04,cancelled,1,2,0.00,monthly,low_adoption
718,273,264,2022-10-06,created,3,24,2376.00,monthly,
719,273,264,2023-09-09,seats_expanded,3,27,2673.00,monthly,
720,273,264,2025-03-30,plan_downgraded,2,27,1593.00,monthly,
721,274,265,2026-06-27,created,2,6,354.00,monthly,
722,275,266,2024-12-13,created,3,28,2310.00,annual,
723,275,266,2025-11-09,plan_downgraded,2,28,1376.67,annual,
724,275,266,2026-02-28,plan_downgraded,1,10,290.00,monthly,
725,275,266,2026-07-04,cancelled,1,10,0.00,monthly,low_adoption
726,276,267,2025-01-28,created,3,27,2227.50,annual,
727,276,267,2025-12-12,seats_expanded,3,32,2640.00,annual,
728,276,267,2026-03-06,seats_expanded,3,35,2887.50,annual,
729,276,267,2026-05-16,seats_expanded,3,42,3465.00,annual,
730,276,267,2026-07-18,cancelled,3,42,0.00,annual,internal_tool
731,277,268,2023-06-26,created,2,13,767.00,monthly,
732,277,268,2024-07-16,seats_contracted,2,12,708.00,monthly,
733,277,268,2024-11-20,plan_upgraded,3,12,1188.00,monthly,
734,277,268,2025-06-06,seats_expanded,3,14,1386.00,monthly,
735,277,268,2025-12-09,cancelled,3,14,0.00,monthly,low_adoption
736,278,269,2025-02-14,created,2,6,354.00,monthly,
737,278,269,2025-08-26,seats_expanded,2,7,413.00,monthly,
738,278,269,2025-10-01,plan_upgraded,3,7,693.00,monthly,
739,278,269,2026-03-26,plan_upgraded,4,7,869.17,annual,
740,279,270,2024-10-26,created,2,22,1081.67,annual,
741,279,270,2025-03-31,seats_expanded,2,25,1229.17,annual,
742,279,270,2026-07-18,seats_expanded,2,28,1376.67,annual,
743,280,271,2023-08-25,created,2,19,1121.00,monthly,
744,280,271,2023-09-22,plan_upgraded,3,19,1881.00,monthly,
745,280,271,2025-07-19,seats_expanded,3,22,2178.00,monthly,
746,280,271,2025-11-15,seats_expanded,3,25,2475.00,monthly,
747,280,271,2026-01-21,seats_expanded,3,30,2970.00,monthly,
748,281,272,2025-02-25,created,4,686,85178.33,annual,
749,281,272,2025-04-17,cancelled,4,686,0.00,annual,missing_features
750,282,273,2026-04-13,created,3,9,891.00,monthly,
751,283,274,2025-04-20,created,3,15,1237.50,annual,
752,283,274,2026-02-11,seats_expanded,3,16,1320.00,annual,
753,283,274,2026-07-26,seats_contracted,3,14,1155.00,annual,
754,284,275,2026-06-04,created,2,5,245.83,annual,
755,284,275,2026-07-17,seats_contracted,2,4,196.67,annual,
756,284,275,2026-08-26,seats_expanded,2,5,245.83,annual,
757,285,276,2026-03-07,created,1,2,58.00,monthly,
758,285,276,2026-06-10,seats_expanded,1,3,87.00,monthly,
759,286,277,2026-08-01,created,4,18,2235.00,annual,
760,287,278,2025-11-24,created,3,436,35970.00,annual,
761,288,279,2024-02-14,created,1,5,145.00,monthly,
762,288,279,2024-03-15,seats_expanded,1,6,174.00,monthly,
763,288,279,2024-09-26,cancelled,1,6,0.00,monthly,internal_tool
764,289,280,2024-11-13,created,1,10,290.00,monthly,
765,289,280,2025-05-12,cancelled,1,10,0.00,monthly,internal_tool
766,290,281,2024-06-25,created,2,4,236.00,monthly,
767,291,282,2026-07-30,created,1,7,203.00,monthly,
768,292,283,2024-01-13,created,1,10,290.00,monthly,
769,292,283,2025-08-18,seats_contracted,1,8,232.00,monthly,
770,292,283,2025-10-26,cancelled,1,8,0.00,monthly,low_adoption
771,293,284,2022-10-04,created,2,5,295.00,monthly,
772,293,284,2023-07-14,seats_contracted,2,4,236.00,monthly,
773,293,284,2024-05-12,cancelled,2,4,0.00,monthly,missing_features
774,294,285,2025-05-01,created,2,50,2458.33,annual,
775,295,286,2025-10-28,created,2,14,826.00,monthly,
776,295,286,2025-11-17,seats_expanded,2,17,1003.00,monthly,
777,295,286,2026-04-09,seats_expanded,2,19,1121.00,monthly,
778,296,287,2026-05-24,created,1,7,203.00,monthly,
779,296,287,2026-07-08,cancelled,1,7,0.00,monthly,price
780,297,288,2025-05-26,created,3,24,1980.00,annual,
781,298,289,2024-11-16,created,1,7,203.00,monthly,
782,298,289,2025-03-26,seats_expanded,1,8,232.00,monthly,
783,298,289,2025-11-20,seats_expanded,1,10,290.00,monthly,
784,298,289,2026-06-03,plan_upgraded,2,10,590.00,monthly,
785,298,289,2026-07-12,cancelled,2,10,0.00,monthly,competitor
786,299,290,2025-05-03,created,3,9,742.50,annual,
787,300,291,2025-09-25,created,3,22,1815.00,annual,
788,300,291,2025-10-29,plan_downgraded,2,22,1081.67,annual,
789,301,292,2023-12-04,created,2,14,688.33,annual,
790,301,292,2024-12-03,seats_expanded,2,16,786.67,annual,
791,301,292,2025-03-28,plan_upgraded,3,16,1320.00,annual,
792,301,292,2025-12-27,cancelled,3,16,0.00,annual,low_adoption
793,302,293,2024-09-09,created,2,12,590.00,annual,
794,302,293,2025-06-30,seats_expanded,2,13,639.17,annual,
795,303,294,2023-07-04,created,1,5,145.00,monthly,
796,303,294,2023-12-17,seats_expanded,1,6,174.00,monthly,
797,303,294,2025-07-05,cancelled,1,6,0.00,monthly,company_closed
798,304,295,2025-05-09,created,1,6,174.00,monthly,
799,304,295,2025-09-06,plan_upgraded,2,6,354.00,monthly,
800,304,295,2025-11-27,plan_downgraded,1,6,174.00,monthly,
801,304,295,2026-05-10,seats_contracted,1,5,145.00,monthly,
802,305,296,2024-10-12,created,2,5,295.00,monthly,
803,305,296,2024-12-27,seats_expanded,2,6,354.00,monthly,
804,305,296,2025-02-04,plan_downgraded,1,6,174.00,monthly,
805,305,296,2025-03-15,cancelled,1,6,0.00,monthly,missing_features
806,306,296,2025-09-21,reactivated,1,4,116.00,monthly,
807,307,297,2026-07-07,created,3,9,891.00,monthly,
808,308,298,2023-09-18,created,1,10,290.00,monthly,
809,308,298,2024-12-16,plan_upgraded,2,10,590.00,monthly,
810,308,298,2025-01-16,plan_downgraded,1,10,290.00,monthly,
811,308,298,2025-05-11,plan_upgraded,2,10,590.00,monthly,
812,308,298,2026-08-18,plan_upgraded,3,10,990.00,monthly,
813,309,299,2025-01-06,created,2,35,1720.83,annual,
814,309,299,2025-06-01,seats_expanded,2,42,2065.00,annual,
815,309,299,2026-06-26,seats_expanded,2,49,2409.17,annual,
816,310,300,2024-07-09,created,2,25,1229.17,annual,
817,310,300,2025-05-15,seats_expanded,2,27,1327.50,annual,
818,310,300,2026-07-13,seats_expanded,2,29,1425.83,annual,
819,311,301,2023-07-03,created,4,263,32655.83,annual,
820,311,301,2026-03-31,seats_expanded,4,288,35760.00,annual,
821,312,302,2025-03-20,created,1,10,290.00,monthly,
822,312,302,2025-04-06,seats_contracted,1,8,232.00,monthly,
823,312,302,2025-08-06,plan_upgraded,2,8,472.00,monthly,
824,312,302,2025-09-19,cancelled,2,8,0.00,monthly,low_adoption
825,313,303,2022-10-26,created,1,10,290.00,monthly,
826,313,303,2025-04-21,seats_contracted,1,9,261.00,monthly,
827,313,303,2025-10-15,seats_expanded,1,10,290.00,monthly,
828,313,303,2026-07-09,plan_upgraded,2,10,590.00,monthly,
829,314,304,2022-10-02,created,3,46,3795.00,annual,
830,314,304,2023-03-15,plan_upgraded,4,46,5711.67,annual,
831,314,304,2023-06-22,seats_expanded,4,55,6829.17,annual,
832,315,305,2024-09-06,created,1,8,232.00,monthly,
833,315,305,2024-12-31,cancelled,1,8,0.00,monthly,competitor
834,316,306,2026-07-17,created,2,13,639.17,annual,
835,317,307,2026-06-10,created,1,8,232.00,monthly,
836,318,308,2025-04-27,created,1,4,116.00,monthly,
837,318,308,2025-08-21,seats_contracted,1,3,87.00,monthly,
838,318,308,2025-11-07,seats_expanded,1,4,116.00,monthly,
839,318,308,2025-12-02,seats_expanded,1,5,145.00,monthly,
840,318,308,2026-04-10,plan_upgraded,2,5,295.00,monthly,
841,319,309,2026-01-27,created,2,12,590.00,annual,
842,319,309,2026-08-22,seats_contracted,2,9,442.50,annual,
843,320,310,2025-07-19,created,3,68,5610.00,annual,
844,321,311,2025-08-09,created,2,17,835.83,annual,
845,321,311,2026-07-18,seats_expanded,2,20,983.33,annual,
846,322,312,2026-03-02,created,3,55,4537.50,annual,
847,322,312,2026-08-11,plan_upgraded,4,55,6829.17,annual,
848,323,313,2023-04-07,created,1,10,290.00,monthly,
849,323,313,2024-08-21,plan_upgraded,2,10,590.00,monthly,
850,323,313,2025-04-21,seats_expanded,2,12,708.00,monthly,
851,323,313,2025-08-27,plan_upgraded,3,12,1188.00,monthly,
852,324,314,2025-07-06,created,2,40,1966.67,annual,
853,324,314,2026-06-25,seats_expanded,2,43,2114.17,annual,
854,325,315,2023-11-16,created,1,10,290.00,monthly,
855,325,315,2024-09-09,cancelled,1,10,0.00,monthly,competitor
856,326,316,2023-01-08,created,1,2,58.00,monthly,
857,326,316,2024-04-18,seats_expanded,1,3,87.00,monthly,
858,326,316,2026-05-13,cancelled,1,3,0.00,monthly,missing_features
859,327,317,2024-10-13,created,1,2,58.00,monthly,
860,327,317,2024-12-08,cancelled,1,2,0.00,monthly,competitor
861,328,318,2024-07-20,created,2,8,472.00,monthly,
862,328,318,2024-08-10,seats_expanded,2,9,531.00,monthly,
863,328,318,2024-10-03,plan_upgraded,3,9,891.00,monthly,
864,328,318,2025-02-26,cancelled,3,9,0.00,monthly,competitor
865,329,319,2024-11-29,created,1,10,290.00,monthly,
866,329,319,2026-04-07,seats_contracted,1,8,232.00,monthly,
867,329,319,2026-07-26,cancelled,1,8,0.00,monthly,price
868,330,320,2024-07-16,created,3,11,907.50,annual,
869,330,320,2025-11-11,seats_contracted,3,9,742.50,annual,
870,331,321,2024-11-07,created,1,10,290.00,monthly,
871,331,321,2025-05-28,seats_contracted,1,9,261.00,monthly,
872,331,321,2025-08-31,plan_upgraded,2,9,531.00,monthly,
873,332,322,2023-10-21,created,2,16,786.67,annual,
874,332,322,2023-11-27,seats_expanded,2,19,934.17,annual,
875,332,322,2023-12-31,seats_expanded,2,21,1032.50,annual,
876,332,322,2024-01-07,plan_upgraded,3,21,1732.50,annual,
877,332,322,2024-05-30,seats_expanded,3,23,1897.50,annual,
878,332,322,2024-11-14,plan_upgraded,4,23,2855.83,annual,
879,333,323,2025-11-13,created,3,34,3366.00,monthly,
880,333,323,2026-01-28,seats_contracted,3,26,2574.00,monthly,
881,334,324,2026-01-02,created,3,198,19602.00,monthly,
882,334,324,2026-02-18,plan_upgraded,4,198,24585.00,annual,
883,335,325,2025-12-14,created,3,14,1386.00,monthly,
884,335,325,2026-01-14,plan_upgraded,4,14,1738.33,annual,
885,336,326,2025-07-01,created,3,25,2062.50,annual,
