usage_id,customer_id,subscription_id,usage_date,active_seats,licensed_seats,work_items_completed,api_calls,session_minutes
16813,92,97,2024-09-24,5,10,25,130,120
16814,92,97,2024-09-26,7,10,34,89,170
16815,92,97,2024-09-30,10,10,39,140,200
16816,92,97,2024-10-02,8,10,45,153,178
16817,92,97,2024-10-03,8,10,20,114,175
16818,92,97,2024-10-04,6,10,26,56,152
16819,92,97,2024-10-08,7,10,32,72,148
16820,92,97,2024-10-15,9,10,44,125,177
16821,92,97,2024-10-16,10,10,53,113,191
16822,92,97,2024-10-18,7,10,32,52,107
16823,92,97,2024-10-22,10,10,54,138,212
16824,92,97,2024-10-23,10,10,52,113,237
16825,92,97,2024-10-24,10,10,38,160,218
16826,92,97,2024-10-26,9,10,41,102,186
16827,92,97,2024-10-28,10,10,47,131,260
16828,92,97,2024-10-29,10,10,37,175,204
16829,92,97,2024-10-30,10,10,34,158,236
16830,92,97,2024-11-04,8,10,37,14,200
16831,92,97,2024-11-06,8,10,19,58,186
16832,92,97,2024-11-12,8,10,32,65,140
16833,92,97,2024-11-28,6,10,12,42,90
16834,92,97,2024-11-29,7,10,19,27,159
16835,92,97,2024-12-04,4,10,9,0,89
16836,92,97,2024-12-06,3,10,13,6,68
16837,93,98,2023-01-07,42,50,206,555,961
16838,93,98,2023-01-09,39,50,190,539,864
16839,93,98,2023-01-10,22,50,83,318,458
16840,93,98,2023-01-13,40,50,184,579,884
16841,93,98,2023-01-16,31,50,206,384,686
16842,93,98,2023-01-17,45,50,232,608,979
16843,93,98,2023-01-18,32,50,169,407,722
16844,93,98,2023-01-19,50,50,245,644,1104
16845,93,98,2023-01-20,37,50,180,520,823
16846,93,98,2023-01-23,50,50,190,706,1099
16847,93,98,2023-01-26,48,50,231,658,1039
16848,93,98,2023-01-30,36,50,120,463,815
16849,93,98,2023-01-31,32,50,141,469,718
16850,93,98,2023-02-02,46,50,214,634,1001
16851,93,98,2023-02-06,50,50,285,701,1088
16852,93,98,2023-02-09,49,50,319,679,1060
16853,93,98,2023-02-16,50,50,200,725,1131
16854,93,98,2023-02-17,35,50,173,494,742
16855,93,98,2023-02-19,28,50,143,381,638
16856,93,98,2023-02-20,50,50,209,680,1090
16857,93,98,2023-02-21,43,50,205,624,957
16858,93,98,2023-02-22,40,50,203,556,874
16859,93,98,2023-02-23,39,50,191,542,866
16860,93,98,2023-02-24,39,50,168,537,834
16861,93,98,2023-02-27,24,50,74,332,531
16862,93,98,2023-02-28,44,50,239,574,950
16863,93,98,2023-03-01,33,50,147,491,721
16864,93,98,2023-03-03,34,50,138,461,754
16865,93,98,2023-03-07,27,50,119,410,576
16866,93,98,2023-03-08,24,50,121,337,550
16867,93,98,2023-03-10,48,50,245,633,1058
16868,93,98,2023-03-14,50,50,295,705,1084
16869,93,98,2023-03-16,47,50,247,637,1026
16870,93,98,2023-03-20,50,50,307,680,1108
16871,93,98,2023-03-21,32,50,157,387,725
16872,93,98,2023-03-22,50,50,285,732,1100
16873,93,98,2023-03-25,34,50,156,487,742
16874,93,98,2023-03-27,25,50,99,297,581
16875,93,98,2023-03-28,37,50,150,483,794
16876,93,98,2023-03-30,41,50,180,583,889
16877,93,98,2023-04-03,50,50,158,699,1108
16878,93,98,2023-04-05,50,50,156,685,1091
16879,93,98,2023-04-08,50,50,215,669,1105
16880,93,98,2023-04-10,39,50,149,514,875
16881,93,98,2023-04-13,50,50,252,687,1118
16882,93,98,2023-04-15,50,50,211,695,1104
16883,93,98,2023-04-18,50,50,208,672,1106
16884,93,98,2023-04-19,38,50,142,559,820
16885,93,98,2023-04-24,35,50,146,498,751
16886,93,98,2023-04-26,31,50,147,425,682
16887,93,98,2023-04-27,50,50,197,681,1098
16888,93,98,2023-04-30,29,50,175,403,632
16889,93,98,2023-05-03,38,50,160,532,832
16890,93,98,2023-05-04,29,50,123,374,615
16891,93,98,2023-05-09,24,50,103,322,542
16892,93,98,2023-05-11,31,50,140,428,674
16893,93,98,2023-05-12,47,50,234,642,1045
16894,93,98,2023-05-16,32,50,106,476,723
16895,93,98,2023-05-17,46,50,196,640,1017
16896,93,98,2023-05-19,28,50,135,375,628
16897,93,98,2023-05-23,26,50,127,347,584
16898,93,98,2023-05-25,48,50,141,679,1062
16899,93,98,2023-05-26,50,50,204,679,1090
16900,93,98,2023-05-27,50,50,288,724,1104
16901,93,98,2023-05-29,50,50,186,699,1087
16902,93,98,2023-05-30,50,50,199,760,1100
16903,93,98,2023-05-31,50,50,214,716,1083
16904,93,98,2023-06-02,39,50,201,550,857
16905,93,98,2023-06-05,23,50,115,319,484
16906,93,98,2023-06-07,50,50,218,698,1105
16907,93,98,2023-06-08,47,50,250,667,1060
16908,93,98,2023-06-13,41,50,170,551,890
16909,93,98,2023-06-14,38,50,245,524,831
16910,93,98,2023-06-15,50,50,300,648,1102
16911,93,98,2023-06-16,35,50,114,480,746
16912,93,98,2023-06-19,43,50,184,556,964
16913,93,98,2023-06-20,43,50,162,593,948
16914,93,98,2023-06-21,24,50,76,378,524
16915,93,98,2023-06-26,36,50,137,485,849
16916,93,98,2023-06-28,38,50,165,520,833
16917,93,98,2023-07-01,43,50,191,593,936
16918,93,98,2023-07-04,43,50,139,604,954
16919,93,98,2023-07-05,49,50,225,692,1093
16920,93,98,2023-07-06,50,50,231,696,1081
16921,93,98,2023-07-10,33,50,163,502,710
16922,93,98,2023-07-11,27,50,121,364,625
16923,93,98,2023-07-12,50,50,200,673,1103
16924,93,98,2023-07-14,50,50,246,697,1091
16925,93,98,2023-07-17,31,50,138,416,686
16926,93,98,2023-07-18,50,50,173,714,1097
16927,93,98,2023-07-19,50,50,257,679,1092
16928,93,98,2023-07-21,31,50,148,439,683
16929,93,98,2023-07-24,50,50,217,709,1119
16930,93,98,2023-07-25,31,50,116,439,674
16931,93,98,2023-07-26,47,50,227,658,1000
16932,93,98,2023-07-28,50,50,173,713,1129
16933,93,98,2023-08-01,27,50,147,353,601
16934,93,98,2023-08-02,36,50,112,498,795
16935,93,98,2023-08-03,37,50,200,507,855
16936,93,98,2023-08-04,25,50,105,310,545
16937,93,98,2023-08-05,28,50,140,421,627
16938,93,98,2023-08-07,46,50,160,661,1015
16939,93,98,2023-08-11,24,50,102,350,519
16940,93,98,2023-08-14,46,50,197,647,1002
16941,93,98,2023-08-16,49,50,219,645,1077
16942,93,98,2023-08-18,30,50,146,438,635
16943,93,98,2023-08-24,26,50,110,382,589
16944,93,98,2023-08-25,50,50,265,691,1110
16945,93,98,2023-08-27,50,50,161,759,1081
16946,93,98,2023-08-28,50,50,161,661,1071
16947,93,98,2023-09-01,36,50,203,479,757
16948,93,98,2023-09-04,41,50,187,597,916
16949,93,98,2023-09-05,46,50,246,623,988
16950,93,98,2023-09-07,50,50,154,706,1092
16951,93,98,2023-09-12,37,50,152,508,840
16952,93,98,2023-09-13,48,50,255,690,1048
16953,93,98,2023-09-14,23,50,121,308,496
16954,93,98,2023-09-15,50,50,245,700,1118
16955,93,98,2023-09-16,37,50,145,516,815
16956,93,98,2023-09-19,50,50,176,696,1096
16957,93,98,2023-09-20,39,50,187,524,837
16958,93,98,2023-09-21,34,50,153,496,721
16959,93,98,2023-09-22,43,50,201,588,922
16960,93,98,2023-09-27,49,50,218,667,1075
16961,93,98,2023-09-28,26,50,101,334,563
16962,93,98,2023-09-29,32,50,176,469,680
16963,93,98,2023-10-03,50,50,190,688,1122
16964,93,98,2023-10-04,50,50,209,648,1058
16965,93,98,2023-10-07,50,50,219,675,1098
16966,93,98,2023-10-08,44,50,212,610,978
16967,93,98,2023-10-09,41,50,196,611,873
16968,93,98,2023-10-11,34,50,161,487,775
16969,93,98,2023-10-13,26,50,113,341,575
16970,93,98,2023-10-16,29,50,190,370,658
16971,93,98,2023-10-18,27,50,117,364,619
16972,93,98,2023-10-23,50,50,217,718,1092
16973,93,98,2023-10-24,50,50,196,671,1100
16974,93,98,2023-10-25,50,50,244,661,1129
16975,93,98,2023-10-27,26,50,123,380,562
16976,93,98,2023-10-30,50,50,191,697,1089
16977,93,98,2023-11-01,41,50,169,555,867
16978,93,98,2023-11-02,36,50,156,481,798
16979,93,98,2023-11-06,32,50,106,460,732
16980,93,98,2023-11-07,27,50,104,367,616
16981,93,98,2023-11-08,50,50,225,687,1080
16982,93,98,2023-11-09,40,50,127,538,891
16983,93,98,2023-11-10,33,50,183,442,717
16984,93,98,2023-11-11,25,50,116,372,567
16985,93,98,2023-11-12,33,50,144,472,717
16986,93,98,2023-11-14,40,50,150,522,873
16987,93,98,2023-11-16,30,50,131,411,672
16988,93,98,2023-11-20,36,50,180,519,780
16989,93,98,2023-11-21,37,50,119,496,862
16990,93,98,2023-11-22,45,50,172,558,990
16991,93,98,2023-11-23,31,50,126,436,676
16992,93,98,2023-12-01,36,50,201,555,782
16993,93,98,2023-12-06,28,50,138,399,622
16994,93,98,2023-12-08,36,50,183,479,808
16995,93,98,2023-12-11,45,50,206,654,951
16996,93,98,2023-12-12,35,50,200,457,783
16997,93,98,2023-12-15,27,50,160,315,600
16998,93,98,2023-12-16,29,50,123,403,640
16999,93,98,2023-12-19,50,50,209,683,1110
17000,93,98,2023-12-20,25,50,80,383,521
17001,93,98,2023-12-21,50,50,209,654,1101
17002,93,98,2023-12-22,38,50,97,505,835
17003,93,98,2023-12-23,25,50,95,349,547
17004,93,98,2023-12-25,31,50,166,426,669
17005,93,98,2023-12-26,47,50,273,649,1055
17006,93,98,2023-12-27,50,50,232,692,1062
17007,93,98,2023-12-28,39,50,132,530,829
17008,93,98,2023-12-29,47,50,245,639,1019
17009,93,98,2024-01-02,23,50,92,334,505
17010,93,98,2024-01-03,37,50,170,570,771
17011,93,98,2024-01-04,50,50,233,658,1093
17012,93,98,2024-01-05,47,50,139,658,1033
17013,93,98,2024-01-08,30,50,183,431,663
17014,93,98,2024-01-10,50,50,179,671,1124
17015,93,98,2024-01-11,50,50,124,695,1114
17016,93,98,2024-01-12,38,50,169,614,850
17017,93,98,2024-01-16,40,50,199,570,881
17018,93,98,2024-01-17,29,50,113,410,608
17019,93,98,2024-01-23,46,50,214,645,1030
17020,93,98,2024-01-25,25,50,89,343,542
17021,93,98,2024-01-28,37,50,194,528,850
17022,93,98,2024-01-29,40,50,154,558,887
17023,93,98,2024-01-30,50,50,257,682,1092
17024,93,98,2024-02-01,27,50,96,348,613
17025,93,98,2024-02-02,33,50,163,453,750
17026,93,98,2024-02-04,43,50,173,588,950
17027,93,98,2024-02-05,30,50,141,372,653
17028,93,98,2024-02-07,41,50,127,542,924
17029,93,98,2024-02-08,50,50,216,704,1080
17030,93,98,2024-02-14,25,50,113,323,546
17031,93,98,2024-02-15,24,50,115,323,543
17032,93,98,2024-02-18,39,50,176,517,891
17033,93,98,2024-02-20,48,50,199,597,1068
17034,93,98,2024-02-22,50,50,209,672,1098
17035,93,98,2024-02-23,50,50,246,708,1119
17036,93,98,2024-02-26,30,50,178,436,661
17037,93,98,2024-02-29,46,50,205,670,1001
17038,93,98,2024-03-01,45,50,215,589,979
17039,93,98,2024-03-04,34,50,149,485,768
17040,93,98,2024-03-05,35,50,134,465,781
17041,93,98,2024-03-06,36,50,175,516,837
17042,93,98,2024-03-07,50,50,179,705,1074
17043,93,98,2024-03-12,23,50,108,316,473
17044,93,98,2024-03-13,45,50,239,625,1027
17045,93,98,2024-03-14,50,50,279,658,1137
17046,93,98,2024-03-15,30,50,162,432,667
17047,93,98,2024-03-18,33,50,120,496,683
17048,93,98,2024-03-19,43,50,236,559,948
17049,93,98,2024-03-20,50,50,238,650,1098
17050,93,98,2024-03-24,50,50,257,706,1079
17051,93,98,2024-03-25,40,50,174,603,865
17052,93,98,2024-03-26,22,50,94,305,491
17053,93,98,2024-03-27,36,50,187,498,759
17054,93,98,2024-03-28,28,50,166,443,603
17055,93,98,2024-04-01,33,50,124,437,727
17056,93,98,2024-04-02,28,50,123,402,573
17057,93,98,2024-04-03,46,50,180,635,996
17058,93,98,2024-04-04,44,50,252,610,965
17059,93,98,2024-04-05,24,50,110,388,518
17060,93,98,2024-04-09,47,50,257,650,1043
17061,93,98,2024-04-11,50,50,215,707,1082
17062,93,98,2024-04-15,31,50,153,409,652
17063,93,98,2024-04-16,50,50,253,667,1098
17064,93,98,2024-04-17,31,50,155,441,657
17065,93,98,2024-04-18,39,50,158,545,864
17066,93,98,2024-04-22,30,50,203,380,636
17067,93,98,2024-04-26,34,50,142,482,762
17068,93,98,2024-04-29,50,50,175,714,1122
17069,93,98,2024-04-30,46,50,141,570,1012
17070,93,98,2024-05-02,44,50,212,679,949
17071,93,98,2024-05-06,31,50,165,410,643
17072,93,98,2024-05-09,36,50,193,488,828
17073,93,98,2024-05-13,50,50,242,664,1104
17074,93,98,2024-05-16,48,50,228,676,1040
17075,93,98,2024-05-18,50,50,297,697,1096
17076,93,98,2024-05-21,47,50,252,670,1033
17077,93,98,2024-05-23,23,50,80,288,504
17078,93,98,2024-05-24,50,50,196,694,1069
17079,93,98,2024-05-28,32,50,169,428,693
17080,93,98,2024-05-29,29,50,97,405,636
17081,93,98,2024-05-30,31,50,148,433,646
17082,93,98,2024-06-04,30,50,126,428,702
17083,93,98,2024-06-05,42,50,141,574,939
17084,93,98,2024-06-06,43,50,210,625,950
17085,93,98,2024-06-10,33,50,140,421,730
17086,93,98,2024-06-12,50,50,246,621,1092
17087,93,98,2024-06-13,38,50,176,560,834
17088,93,98,2024-06-17,34,50,145,449,729
17089,93,98,2024-06-18,31,50,142,420,687
17090,93,98,2024-06-19,40,50,134,532,891
17091,93,98,2024-06-24,29,50,124,382,661
17092,93,98,2024-06-25,28,50,117,394,593
17093,93,98,2024-06-26,25,50,102,308,566
17094,93,98,2024-06-27,39,50,196,506,875
17095,93,98,2024-06-28,43,50,193,579,961
17096,93,98,2024-07-03,50,50,205,695,1105
17097,93,98,2024-07-05,25,50,104,326,542
17098,93,98,2024-07-09,28,50,107,434,612
17099,93,98,2024-07-11,48,50,231,685,1066
17100,93,98,2024-07-12,26,50,108,339,567
17101,93,98,2024-07-13,50,50,234,683,1089
17102,93,98,2024-07-16,50,50,297,703,1089
17103,93,98,2024-07-17,26,50,110,337,546
17104,93,98,2024-07-18,48,50,111,634,1065
17105,93,98,2024-07-19,23,50,111,371,489
17106,93,98,2024-07-22,59,59,220,827,1306
17107,93,98,2024-07-23,35,59,152,488,738
17108,93,98,2024-07-29,30,59,97,413,662
17109,93,98,2024-07-31,59,59,274,821,1317
17110,93,98,2024-08-01,56,59,201,760,1211
17111,93,98,2024-08-07,59,59,267,810,1293
17112,93,98,2024-08-08,41,59,171,556,902
17113,93,98,2024-08-10,38,59,185,541,802
17114,93,98,2024-08-12,44,59,157,582,1001
17115,93,98,2024-08-13,49,59,209,671,1088
17116,93,98,2024-08-14,59,59,287,803,1260
17117,93,98,2024-08-16,59,59,185,851,1304
17118,93,98,2024-08-17,57,59,150,789,1240
17119,93,98,2024-08-20,29,59,135,403,662
17120,93,98,2024-08-22,59,59,333,776,1308
17121,93,98,2024-08-25,49,59,178,696,1075
17122,93,98,2024-08-28,28,59,117,377,603
17123,93,98,2024-08-29,47,59,175,624,1031
17124,93,98,2024-08-30,34,59,160,457,758
17125,93,98,2024-09-01,42,59,186,584,908
17126,93,98,2024-09-02,47,59,194,643,1078
17127,93,98,2024-09-03,56,59,274,803,1233
17128,93,98,2024-09-04,32,59,190,456,687
17129,93,98,2024-09-09,51,59,279,710,1131
17130,93,98,2024-09-10,54,59,259,753,1193
17131,93,98,2024-09-11,35,59,141,497,757
17132,93,98,2024-09-12,53,59,233,727,1188
17133,93,98,2024-09-16,30,59,131,438,642
17134,93,98,2024-09-17,52,59,139,715,1125
17135,93,98,2024-09-18,59,59,222,815,1289
17136,93,98,2024-09-19,45,59,206,611,1005
17137,93,98,2024-09-20,58,59,239,795,1248
17138,93,98,2024-09-23,59,59,248,774,1282
17139,93,98,2024-09-24,57,59,139,769,1268
17140,93,98,2024-09-27,35,59,152,460,785
17141,93,98,2024-09-30,59,59,208,823,1330
17142,93,98,2024-10-03,59,59,292,816,1294
17143,93,98,2024-10-04,31,59,121,446,694
17144,93,98,2024-10-07,56,59,270,808,1206
17145,93,98,2024-10-08,59,59,204,771,1274
17146,93,98,2024-10-09,36,59,139,506,835
17147,93,98,2024-10-10,59,59,294,787,1319
17148,93,98,2024-10-16,31,59,133,377,677
17149,93,98,2024-10-17,57,59,222,791,1259
17150,93,98,2024-10-20,55,59,289,744,1200
17151,93,98,2024-10-21,36,59,203,524,777
17152,93,98,2024-10-23,59,59,257,822,1310
17153,93,98,2024-10-25,59,59,200,819,1246
17154,93,98,2024-10-29,40,59,258,506,873
17155,93,98,2024-10-30,49,59,190,715,1086
17156,93,98,2024-11-01,48,59,174,647,1038
17157,93,98,2024-11-02,32,59,109,448,714
17158,93,98,2024-11-04,57,59,268,824,1239
17159,93,98,2024-11-05,57,59,183,791,1271
17160,93,98,2024-11-06,54,59,245,706,1171
17161,93,98,2024-11-08,49,59,203,678,1043
17162,93,98,2024-11-11,56,59,229,792,1254
17163,93,98,2024-11-13,42,59,184,568,925
17164,93,98,2024-11-15,28,59,99,358,628
17165,93,98,2024-11-16,37,59,179,528,774
17166,93,98,2024-11-18,47,59,229,592,1054
17167,93,98,2024-11-19,43,59,212,590,953
17168,93,98,2024-11-20,59,59,227,837,1262
17169,93,98,2024-11-21,43,59,193,587,952
17170,93,98,2024-11-22,59,59,275,808,1318
17171,93,98,2024-11-25,47,59,195,681,1040
17172,93,98,2024-11-26,39,59,176,562,863
17173,93,98,2024-11-27,41,59,194,534,897
17174,93,98,2024-11-28,38,59,166,601,831
17175,93,98,2024-11-29,48,59,152,662,1058
17176,93,98,2024-12-02,59,59,286,834,1301
17177,93,98,2024-12-03,35,59,157,462,776
17178,93,98,2024-12-04,57,59,290,813,1229
17179,93,98,2024-12-05,46,59,268,643,1038
17180,93,98,2024-12-06,40,59,122,517,870
17181,93,98,2024-12-09,52,59,204,690,1150
17182,93,98,2024-12-10,59,59,264,838,1292
17183,93,98,2024-12-12,50,59,218,715,1111
17184,93,98,2024-12-13,59,59,282,802,1304
17185,93,98,2024-12-16,47,59,223,660,1035
17186,93,98,2024-12-17,59,59,162,834,1273
17187,93,98,2024-12-18,33,59,129,445,690
17188,93,98,2024-12-20,42,59,180,560,930
17189,93,98,2024-12-30,33,59,164,474,747
17190,93,98,2024-12-31,47,59,180,623,1073
17191,93,98,2025-01-01,42,59,165,546,948
17192,93,98,2025-01-02,30,59,91,392,679
17193,93,98,2025-01-03,45,59,235,600,997
17194,93,98,2025-01-06,53,59,257,731,1149
17195,93,98,2025-01-07,59,59,259,855,1262
17196,93,98,2025-01-09,59,59,184,807,1268
17197,93,98,2025-01-10,59,59,265,795,1299
17198,93,98,2025-01-11,48,59,189,675,1015
17199,93,98,2025-01-14,56,59,354,784,1242
17200,93,98,2025-01-16,30,59,119,387,670
17201,93,98,2025-01-19,43,59,187,620,932
17202,93,98,2025-01-21,53,59,174,762,1146
17203,93,98,2025-01-22,36,59,202,498,745
17204,93,98,2025-01-25,36,59,195,529,794
17205,93,98,2025-01-27,59,59,272,809,1311
17206,93,98,2025-01-29,35,59,171,536,799
17207,93,98,2025-01-31,50,59,252,667,1102
17208,93,98,2025-02-03,58,59,272,795,1303
17209,93,98,2025-02-06,31,59,147,432,699
17210,93,98,2025-02-07,40,59,168,567,881
17211,93,98,2025-02-11,41,59,192,565,877
17212,93,98,2025-02-13,59,59,337,814,1300
17213,93,98,2025-02-14,49,59,153,678,1069
17214,93,98,2025-02-17,50,59,188,673,1114
17215,93,98,2025-02-18,47,59,281,620,1026
17216,93,98,2025-02-19,45,59,229,622,984
17217,93,98,2025-02-20,58,59,228,762,1269
17218,93,98,2025-02-21,59,59,266,813,1300
17219,93,98,2025-02-24,31,59,115,407,693
17220,93,98,2025-02-26,59,59,318,803,1266
17221,93,98,2025-02-27,57,59,223,806,1241
17222,93,98,2025-02-28,40,59,203,608,862
17223,93,98,2025-03-03,43,63,178,633,927
17224,93,98,2025-03-04,57,63,331,792,1246
17225,93,98,2025-03-11,31,63,131,425,686
17226,93,98,2025-03-12,54,63,318,742,1161
17227,93,98,2025-03-13,63,63,302,887,1377
17228,93,98,2025-03-14,63,63,361,878,1378
17229,93,98,2025-03-18,43,63,181,551,922
17230,93,98,2025-03-19,31,63,146,416,652
17231,93,98,2025-03-21,50,63,217,747,1103
17232,93,98,2025-03-24,46,63,236,681,1034
17233,93,98,2025-03-25,42,63,175,603,953
17234,93,98,2025-03-26,54,63,163,695,1150
17235,93,98,2025-03-27,47,63,183,694,1041
17236,93,98,2025-03-28,28,63,131,368,606
17237,93,98,2025-04-03,52,63,270,705,1155
17238,93,98,2025-04-08,63,63,373,858,1362
17239,93,98,2025-04-09,50,63,195,642,1142
17240,93,98,2025-04-11,36,63,106,506,821
17241,93,98,2025-04-15,63,63,264,896,1388
17242,93,98,2025-04-17,34,63,176,447,750
17243,93,98,2025-04-18,60,63,199,828,1301
17244,93,98,2025-04-21,63,63,344,836,1369
17245,93,98,2025-04-24,28,63,139,379,603
17246,93,98,2025-04-25,63,63,259,875,1392
17247,93,98,2025-04-28,55,63,102,803,1197
17248,93,98,2025-05-01,63,63,300,921,1399
17249,93,98,2025-05-02,63,63,263,885,1402
17250,93,98,2025-05-05,63,63,309,877,1378
17251,93,98,2025-05-06,49,63,180,647,1079
17252,93,98,2025-05-08,63,63,281,881,1390
17253,93,98,2025-05-09,63,63,387,883,1388
17254,93,98,2025-05-10,57,63,211,810,1248
17255,93,98,2025-05-12,60,63,228,825,1346
17256,93,98,2025-05-13,56,63,285,784,1203
17257,93,98,2025-05-14,28,63,138,355,604
17258,93,98,2025-05-15,39,63,117,546,857
17259,93,98,2025-05-19,44,63,228,613,952
17260,93,98,2025-05-21,60,63,285,786,1310
17261,93,98,2025-05-22,36,63,146,497,810
17262,93,98,2025-05-31,34,63,141,476,727
17263,93,98,2025-06-01,30,63,175,413,659
17264,93,98,2025-06-03,63,63,239,882,1397
17265,93,98,2025-06-06,32,63,163,432,739
17266,93,98,2025-06-09,59,63,277,792,1321
17267,93,98,2025-06-10,35,63,145,495,775
17268,93,98,2025-06-11,28,63,147,397,620
17269,93,98,2025-06-12,30,63,132,415,696
17270,93,98,2025-06-16,59,63,318,825,1321
17271,93,98,2025-06-17,44,63,177,595,949
17272,93,98,2025-06-18,40,63,190,545,894
17273,93,98,2025-06-23,40,63,209,585,874
17274,93,98,2025-06-24,63,63,411,851,1363
17275,93,98,2025-06-26,62,63,249,910,1356
17276,93,98,2025-06-27,57,63,255,796,1245
17277,93,98,2025-07-01,45,63,182,617,968
17278,93,98,2025-07-04,31,68,137,474,692
17279,93,98,2025-07-06,31,68,133,471,691
17280,93,98,2025-07-10,68,68,301,973,1455
17281,93,98,2025-07-14,43,68,148,606,960
17282,93,98,2025-07-15,47,68,213,697,1027
17283,93,98,2025-07-16,57,68,282,830,1241
17284,93,98,2025-07-17,67,68,329,898,1486
17285,93,98,2025-07-22,68,68,306,961,1498
17286,93,98,2025-07-23,68,68,245,929,1534
17287,93,98,2025-07-25,42,68,144,603,925
17288,93,98,2025-07-28,62,68,338,828,1412
17289,93,98,2025-07-29,68,68,315,941,1478
17290,93,98,2025-07-30,68,68,300,922,1504
17291,93,98,2025-08-06,62,68,392,846,1381
17292,93,98,2025-08-07,55,68,258,748,1216
17293,93,98,2025-08-08,63,68,265,859,1385
17294,93,98,2025-08-10,43,68,108,572,959
17295,93,98,2025-08-11,30,68,101,417,659
17296,93,98,2025-08-12,68,68,218,967,1489
17297,93,98,2025-08-13,36,68,131,473,791
17298,93,98,2025-08-14,57,68,352,782,1254
17299,93,98,2025-08-18,68,68,209,914,1532
17300,93,98,2025-08-19,53,68,247,732,1174
17301,93,98,2025-08-21,68,68,343,933,1531
17302,93,98,2025-08-24,39,68,184,528,854
17303,93,98,2025-08-25,66,68,194,921,1425
17304,93,98,2025-08-26,68,68,301,947,1492
17305,93,98,2025-08-27,37,68,195,521,815
17306,93,98,2025-08-28,53,68,140,732,1168
17307,93,98,2025-08-29,64,68,346,889,1436
17308,93,98,2025-09-02,38,68,145,506,855
17309,93,98,2025-09-04,32,68,124,461,709
17310,93,98,2025-09-08,65,68,250,864,1416
17311,93,98,2025-09-09,53,68,275,695,1164
17312,93,98,2025-09-12,52,68,343,750,1130
17313,93,98,2025-09-13,59,68,285,823,1300
17314,93,98,2025-09-15,63,68,240,898,1387
17315,93,98,2025-09-18,63,68,249,915,1342
17316,93,98,2025-09-19,65,68,308,907,1439
17317,93,98,2025-09-22,55,68,165,742,1200
17318,93,98,2025-09-25,68,68,300,953,1518
17319,93,98,2025-09-26,68,68,280,979,1479
17320,93,98,2025-09-29,68,68,338,982,1479
17321,93,98,2025-09-30,64,68,232,892,1400
17322,93,98,2025-10-01,41,68,155,618,923
17323,93,98,2025-10-02,53,68,278,744,1144
17324,93,98,2025-10-03,63,68,232,846,1390
17325,93,98,2025-10-06,44,68,213,649,964
17326,93,98,2025-10-08,61,68,236,842,1293
17327,93,98,2025-10-13,68,68,297,969,1507
17328,93,98,2025-10-14,46,68,173,629,1019
17329,93,98,2025-10-15,42,68,155,606,964
17330,93,98,2025-10-16,43,68,208,600,969
17331,93,98,2025-10-17,50,68,220,681,1123
17332,93,98,2025-10-20,68,68,289,939,1461
17333,93,98,2025-10-22,68,68,309,954,1489
17334,93,98,2025-10-28,45,68,217,603,968
17335,93,98,2025-11-03,50,68,251,680,1095
17336,93,98,2025-11-09,68,68,351,935,1490
17337,93,98,2025-11-11,48,68,259,668,1051
17338,93,98,2025-11-13,32,68,156,424,712
17339,93,98,2025-11-14,38,68,166,492,851
17340,93,98,2025-11-18,48,68,178,700,1031
17341,93,98,2025-11-19,36,68,131,503,785
17342,93,98,2025-11-20,50,68,255,664,1068
17343,93,98,2025-11-24,68,68,326,885,1513
17344,93,98,2025-11-27,43,68,135,611,924
17345,93,98,2025-12-01,61,68,329,903,1327
17346,93,98,2025-12-03,68,68,372,940,1519
17347,93,98,2025-12-04,68,68,377,957,1530
17348,93,98,2025-12-05,36,68,166,490,796
17349,93,98,2025-12-09,53,68,260,747,1176
17350,93,98,2025-12-16,40,68,165,563,851
17351,93,98,2025-12-17,56,68,215,747,1232
17352,93,98,2025-12-18,54,68,225,808,1164
17353,93,98,2025-12-22,43,68,129,597,979
17354,93,98,2025-12-24,60,68,288,813,1284
17355,93,98,2025-12-26,47,68,231,651,1048
17356,93,98,2025-12-30,31,68,135,398,668
17357,93,98,2025-12-31,32,68,155,479,665
17358,93,98,2026-01-02,51,68,246,710,1123
17359,93,98,2026-01-05,65,68,290,861,1430
17360,93,98,2026-01-06,53,68,259,718,1159
17361,93,98,2026-01-07,68,68,292,953,1491
17362,93,98,2026-01-08,54,68,180,742,1167
17363,93,98,2026-01-09,68,68,286,869,1507
17364,93,98,2026-01-13,62,68,246,856,1336
17365,93,98,2026-01-20,68,68,314,951,1507
17366,93,98,2026-01-23,48,68,177,671,1035
17367,93,98,2026-01-27,68,68,262,904,1509
17368,93,98,2026-01-30,61,68,273,866,1355
17369,93,98,2026-02-01,64,68,316,910,1385
17370,93,98,2026-02-02,68,68,336,941,1490
17371,93,98,2026-02-08,57,68,355,785,1258
17372,93,98,2026-02-09,32,68,137,469,691
17373,93,98,2026-02-16,43,76,184,572,936
17374,93,98,2026-02-17,76,76,328,1074,1692
17375,93,98,2026-02-19,70,76,367,949,1557
17376,93,98,2026-02-20,76,76,321,1053,1703
17377,93,98,2026-02-26,45,76,267,634,980
17378,93,98,2026-02-27,51,76,192,708,1114
17379,93,98,2026-03-02,45,76,227,594,963
17380,93,98,2026-03-03,62,76,269,845,1333
17381,93,98,2026-03-04,76,76,236,1078,1696
