ticket_id,ticket_number,customer_id,subscription_id,opened_at,resolved_at,status,category,priority,channel,assignee,first_response_hours,csat_score
1591,TCK-001591,153,158,2023-12-10,2023-12-10,solved,outage,high,in_app,emma.cole,1,3
1592,TCK-001592,153,158,2024-02-13,2024-02-13,solved,how_to,urgent,email,priya.shah,1,3
1593,TCK-001593,153,158,2024-07-06,2024-07-06,solved,bug,medium,email,ava.nguyen,1,
1594,TCK-001594,153,158,2024-01-01,2024-01-01,solved,how_to,high,phone,ava.nguyen,1,
1595,TCK-001595,153,158,2024-09-13,2024-09-13,solved,feature_request,low,in_app,priya.shah,3,3
1596,TCK-001596,155,160,2024-11-15,2024-11-15,closed,how_to,urgent,email,emma.cole,1,
1597,TCK-001597,155,160,2025-03-06,2025-03-06,solved,how_to,medium,in_app,jonas.becker,1,
1598,TCK-001598,155,160,2024-10-16,2024-10-16,solved,how_to,medium,email,emma.cole,1,5
1599,TCK-001599,155,160,2024-09-19,2024-09-20,solved,how_to,high,chat,ava.nguyen,2,3
1600,TCK-001600,156,161,2025-09-05,2025-09-05,solved,feature_request,low,email,marcus.holm,1,5
1601,TCK-001601,156,161,2026-02-02,2026-02-02,solved,how_to,low,chat,marcus.holm,2,
1602,TCK-001602,156,161,2025-03-22,2025-03-22,solved,how_to,medium,in_app,marcus.holm,4,
1603,TCK-001603,156,161,2025-04-28,2025-04-28,solved,how_to,medium,email,marcus.holm,1,
1604,TCK-001604,156,161,2025-07-31,2025-07-31,closed,how_to,high,in_app,ava.nguyen,1,5
1605,TCK-001605,156,161,2025-10-18,2025-10-18,solved,feature_request,medium,in_app,ava.nguyen,1,5
1606,TCK-001606,156,161,2025-07-12,2025-07-12,solved,feature_request,medium,chat,marcus.holm,1,
1607,TCK-001607,157,162,2026-07-27,2026-08-01,closed,how_to,medium,email,marcus.holm,32,1
1608,TCK-001608,158,163,2026-06-13,2026-06-13,solved,bug,low,in_app,jonas.becker,1,
1609,TCK-001609,160,165,2025-12-19,2025-12-19,solved,how_to,medium,email,priya.shah,1,
1610,TCK-001610,160,165,2025-11-21,,open,bug,high,in_app,unassigned,,
1611,TCK-001611,160,165,2025-09-02,2025-09-02,solved,outage,urgent,in_app,marcus.holm,1,
1612,TCK-001612,160,165,2026-05-05,2026-05-05,solved,bug,low,chat,emma.cole,4,3
1613,TCK-001613,160,165,2026-07-31,2026-07-31,solved,how_to,medium,in_app,jonas.becker,1,5
1614,TCK-001614,160,165,2025-09-11,2025-09-12,solved,feature_request,medium,email,ava.nguyen,1,
1615,TCK-001615,161,166,2026-08-04,2026-08-05,solved,how_to,low,email,marcus.holm,8,
1616,TCK-001616,162,167,2026-08-07,2026-08-07,solved,how_to,medium,email,jonas.becker,1,
1617,TCK-001617,162,167,2026-05-04,2026-05-04,solved,feature_request,medium,email,priya.shah,1,
1618,TCK-001618,162,167,2026-06-03,2026-06-03,solved,onboarding,high,email,marcus.holm,1,
1619,TCK-001619,162,167,2026-07-06,2026-07-06,solved,feature_request,low,email,marcus.holm,1,
1620,TCK-001620,162,167,2026-03-27,2026-03-27,solved,bug,medium,email,marcus.holm,1,5
1621,TCK-001621,163,168,2025-04-14,2025-04-14,solved,bug,low,email,marcus.holm,4,3
1622,TCK-001622,163,168,2024-10-09,2024-10-09,closed,billing,medium,email,priya.shah,1,4
1623,TCK-001623,163,168,2024-10-09,,open,how_to,low,email,unassigned,,
1624,TCK-001624,163,168,2024-10-23,,open,outage,urgent,in_app,unassigned,24,
1625,TCK-001625,163,168,2025-03-12,2025-03-12,solved,how_to,medium,email,jonas.becker,5,2
1626,TCK-001626,164,169,2026-02-01,2026-02-01,closed,feature_request,high,email,ava.nguyen,1,5
1627,TCK-001627,164,169,2025-10-16,2025-10-16,solved,bug,urgent,phone,jonas.becker,1,
1628,TCK-001628,164,169,2025-12-20,2025-12-20,closed,how_to,urgent,in_app,jonas.becker,1,5
1629,TCK-001629,164,169,2026-06-09,2026-06-10,solved,bug,medium,in_app,emma.cole,14,3
1630,TCK-001630,165,170,2026-03-08,2026-03-08,solved,how_to,low,in_app,jonas.becker,3,
1631,TCK-001631,165,170,2024-12-30,2025-01-01,solved,billing,medium,chat,jonas.becker,5,
1632,TCK-001632,165,170,2026-02-28,2026-02-28,solved,how_to,medium,email,emma.cole,1,
1633,TCK-001633,165,170,2025-07-09,2025-07-09,closed,feature_request,medium,email,ava.nguyen,1,
1634,TCK-001634,165,170,2025-01-17,2025-01-17,solved,billing,medium,in_app,marcus.holm,1,
1635,TCK-001635,165,170,2025-02-07,2025-02-07,solved,feature_request,medium,email,priya.shah,2,5
1636,TCK-001636,166,171,2025-07-17,2025-07-17,solved,how_to,urgent,email,jonas.becker,1,4
1637,TCK-001637,166,171,2025-10-11,,open,billing,medium,email,marcus.holm,,
1638,TCK-001638,167,172,2024-10-12,2024-10-12,solved,billing,medium,email,ava.nguyen,1,
1639,TCK-001639,167,172,2024-10-13,,open,how_to,medium,in_app,unassigned,2,
1640,TCK-001640,167,172,2024-10-02,2024-10-02,closed,bug,medium,email,marcus.holm,1,
1641,TCK-001641,168,173,2025-06-01,,open,how_to,medium,email,ava.nguyen,4,
1642,TCK-001642,168,173,2025-12-17,2025-12-17,closed,how_to,medium,chat,emma.cole,4,
1643,TCK-001643,168,173,2025-12-05,2025-12-05,solved,bug,medium,email,priya.shah,4,
1644,TCK-001644,168,173,2026-05-01,2026-05-01,solved,billing,high,email,ava.nguyen,1,
1645,TCK-001645,168,173,2026-04-07,2026-04-11,solved,feature_request,medium,in_app,marcus.holm,33,
1646,TCK-001646,168,173,2025-12-04,2025-12-04,solved,bug,medium,in_app,priya.shah,1,
1647,TCK-001647,168,173,2025-04-26,2025-04-26,closed,feature_request,medium,in_app,marcus.holm,1,
1648,TCK-001648,169,174,2025-10-24,2025-10-24,solved,how_to,high,email,emma.cole,1,
1649,TCK-001649,169,174,2025-08-30,2025-08-30,solved,feature_request,high,in_app,emma.cole,1,
1650,TCK-001650,169,174,2025-04-12,2025-04-12,solved,bug,medium,in_app,marcus.holm,1,5
1651,TCK-001651,169,174,2026-02-01,2026-02-01,solved,billing,medium,email,jonas.becker,1,
1652,TCK-001652,169,174,2026-07-16,2026-07-16,solved,bug,high,in_app,marcus.holm,1,4
1653,TCK-001653,170,175,2025-10-30,2025-10-30,closed,how_to,medium,email,emma.cole,1,
1654,TCK-001654,170,175,2025-10-02,2025-10-02,closed,how_to,low,in_app,priya.shah,4,
1655,TCK-001655,170,175,2026-01-02,2026-01-02,solved,bug,low,in_app,priya.shah,1,4
1656,TCK-001656,170,175,2025-10-28,2025-10-28,solved,billing,low,email,marcus.holm,2,
1657,TCK-001657,171,176,2024-11-01,2024-11-01,solved,how_to,low,chat,ava.nguyen,1,
1658,TCK-001658,171,176,2024-05-27,2024-05-27,solved,onboarding,urgent,in_app,jonas.becker,1,
1659,TCK-001659,171,176,2024-09-29,2024-10-01,closed,onboarding,medium,email,ava.nguyen,4,4
1660,TCK-001660,171,176,2024-07-21,2024-07-21,solved,onboarding,medium,email,marcus.holm,1,5
1661,TCK-001661,171,176,2024-11-19,2024-11-19,solved,outage,urgent,email,emma.cole,1,4
1662,TCK-001662,171,176,2024-07-25,2024-07-25,closed,how_to,low,chat,priya.shah,1,
1663,TCK-001663,172,177,2024-09-27,2024-09-28,solved,onboarding,medium,in_app,ava.nguyen,1,
1664,TCK-001664,172,177,2025-06-07,2025-06-07,closed,feature_request,high,in_app,jonas.becker,1,
1665,TCK-001665,172,177,2025-07-24,2025-07-24,closed,onboarding,low,email,priya.shah,2,4
1666,TCK-001666,172,177,2023-12-24,2023-12-24,solved,how_to,low,chat,emma.cole,1,
1667,TCK-001667,172,177,2023-06-25,,open,bug,medium,in_app,jonas.becker,24,
1668,TCK-001668,172,177,2026-06-22,2026-06-22,solved,how_to,medium,email,jonas.becker,1,
1669,TCK-001669,172,177,2025-10-21,2025-10-22,solved,how_to,medium,chat,ava.nguyen,3,
1670,TCK-001670,172,177,2024-04-18,2024-04-18,solved,how_to,medium,chat,marcus.holm,1,
1671,TCK-001671,172,177,2026-05-29,2026-05-29,solved,billing,low,phone,marcus.holm,6,2
1672,TCK-001672,172,177,2023-06-12,2023-06-12,solved,how_to,low,email,emma.cole,2,
1673,TCK-001673,172,177,2026-02-12,2026-02-12,solved,feature_request,medium,chat,priya.shah,1,
1674,TCK-001674,172,177,2023-09-24,,open,feature_request,medium,email,marcus.holm,4,
1675,TCK-001675,172,177,2024-08-31,2024-08-31,solved,bug,medium,email,priya.shah,1,
1676,TCK-001676,172,177,2025-09-24,2025-09-24,solved,bug,high,in_app,marcus.holm,1,4
1677,TCK-001677,172,177,2026-01-01,2026-01-01,solved,billing,high,email,jonas.becker,1,4
1678,TCK-001678,172,177,2025-05-17,2025-05-18,solved,bug,medium,email,ava.nguyen,6,
1679,TCK-001679,172,177,2025-06-16,2025-06-16,solved,feature_request,medium,chat,jonas.becker,1,
1680,TCK-001680,172,177,2025-01-10,2025-01-10,solved,onboarding,urgent,in_app,priya.shah,1,
1681,TCK-001681,172,177,2023-08-31,2023-08-31,closed,how_to,medium,chat,emma.cole,4,
1682,TCK-001682,172,177,2023-02-02,2023-02-02,solved,feature_request,high,email,ava.nguyen,2,
1683,TCK-001683,172,177,2024-05-04,2024-05-04,closed,how_to,medium,chat,marcus.holm,1,5
1684,TCK-001684,172,177,2024-06-24,2024-06-24,solved,bug,high,email,priya.shah,1,
1685,TCK-001685,172,177,2026-02-28,2026-02-28,solved,bug,high,email,priya.shah,1,
1686,TCK-001686,172,177,2023-11-05,2023-11-05,solved,how_to,low,chat,emma.cole,1,5
1687,TCK-001687,172,177,2023-10-24,2023-10-26,closed,bug,medium,email,jonas.becker,5,
1688,TCK-001688,172,177,2026-02-12,2026-02-12,solved,how_to,low,email,priya.shah,1,4
1689,TCK-001689,172,177,2026-05-15,2026-05-15,solved,how_to,low,email,marcus.holm,2,5
1690,TCK-001690,172,177,2024-04-07,2024-04-07,solved,bug,high,email,priya.shah,1,5
1691,TCK-001691,172,177,2026-04-14,2026-04-14,closed,billing,high,email,jonas.becker,1,4
1692,TCK-001692,172,177,2025-01-03,2025-01-03,solved,outage,high,email,marcus.holm,1,5
1693,TCK-001693,172,177,2023-05-17,2023-05-17,solved,billing,medium,in_app,emma.cole,1,5
1694,TCK-001694,172,177,2023-12-12,2023-12-12,solved,billing,low,email,marcus.holm,1,
1695,TCK-001695,172,177,2024-03-25,2024-03-25,solved,bug,medium,in_app,priya.shah,1,5
1696,TCK-001696,172,177,2026-03-24,2026-03-24,closed,onboarding,medium,chat,marcus.holm,2,
1697,TCK-001697,172,177,2025-12-28,,open,how_to,high,email,priya.shah,2,
1698,TCK-001698,172,177,2024-04-14,2024-04-14,solved,billing,low,in_app,marcus.holm,1,
1699,TCK-001699,172,177,2024-06-28,2024-06-28,solved,how_to,medium,in_app,jonas.becker,1,
1700,TCK-001700,172,177,2024-12-31,2024-12-31,closed,bug,low,email,priya.shah,1,
1701,TCK-001701,172,177,2024-10-28,2024-10-28,solved,how_to,medium,in_app,priya.shah,2,4
1702,TCK-001702,172,177,2023-12-28,2023-12-28,solved,billing,high,in_app,emma.cole,1,4
1703,TCK-001703,172,177,2025-12-26,2025-12-26,closed,onboarding,medium,chat,emma.cole,6,
1704,TCK-001704,172,177,2026-08-24,2026-08-24,solved,how_to,medium,email,ava.nguyen,5,
1705,TCK-001705,172,177,2024-02-09,2024-02-09,closed,bug,high,in_app,marcus.holm,1,
1706,TCK-001706,172,177,2025-05-18,2025-05-19,solved,onboarding,high,in_app,jonas.becker,10,
1707,TCK-001707,172,177,2025-09-23,2025-09-23,solved,outage,high,in_app,ava.nguyen,1,4
1708,TCK-001708,172,177,2024-06-22,2024-06-24,solved,bug,medium,in_app,jonas.becker,10,4
1709,TCK-001709,172,177,2023-12-31,2023-12-31,closed,how_to,low,chat,ava.nguyen,1,
1710,TCK-001710,172,177,2025-10-17,2025-10-17,solved,how_to,medium,phone,priya.shah,2,4
1711,TCK-001711,172,177,2024-04-10,2024-04-10,solved,how_to,medium,email,jonas.becker,2,
1712,TCK-001712,172,177,2026-01-28,,open,how_to,high,email,unassigned,24,
1713,TCK-001713,172,177,2026-02-08,2026-02-08,solved,how_to,medium,email,ava.nguyen,3,2
1714,TCK-001714,172,177,2023-03-26,2023-03-26,solved,how_to,low,email,priya.shah,1,2
1715,TCK-001715,172,177,2024-01-04,2024-01-04,solved,how_to,high,email,jonas.becker,1,
1716,TCK-001716,172,177,2024-10-12,2024-10-13,solved,onboarding,low,in_app,ava.nguyen,9,
1717,TCK-001717,172,177,2023-02-04,2023-02-08,closed,bug,medium,in_app,ava.nguyen,18,5
1718,TCK-001718,172,177,2025-04-03,2025-04-03,solved,how_to,low,in_app,marcus.holm,3,
1719,TCK-001719,173,178,2026-06-14,2026-06-14,closed,how_to,medium,email,jonas.becker,1,5
1720,TCK-001720,173,178,2025-07-20,2025-07-21,closed,onboarding,medium,in_app,priya.shah,4,5
1721,TCK-001721,173,178,2026-05-05,2026-05-05,solved,feature_request,low,email,priya.shah,4,5
1722,TCK-001722,173,178,2025-08-16,2025-08-16,solved,how_to,medium,email,emma.cole,1,5
1723,TCK-001723,173,178,2026-07-17,2026-07-17,solved,how_to,high,email,jonas.becker,3,
1724,TCK-001724,173,178,2026-02-20,2026-02-20,solved,bug,high,in_app,jonas.becker,1,
1725,TCK-001725,173,178,2025-07-14,2025-07-14,solved,how_to,medium,email,emma.cole,1,
1726,TCK-001726,173,178,2026-01-25,,open,bug,medium,in_app,unassigned,,
1727,TCK-001727,173,178,2025-08-06,2025-08-07,solved,how_to,low,in_app,jonas.becker,4,
1728,TCK-001728,173,178,2025-11-26,2025-11-26,solved,how_to,high,chat,emma.cole,1,5
1729,TCK-001729,173,178,2025-11-11,2025-11-11,closed,onboarding,high,in_app,priya.shah,2,5
1730,TCK-001730,173,178,2025-09-29,2025-09-29,solved,onboarding,low,chat,jonas.becker,2,
1731,TCK-001731,173,178,2025-08-09,2025-08-09,closed,how_to,medium,in_app,marcus.holm,1,
1732,TCK-001732,173,178,2025-11-28,,open,billing,high,email,priya.shah,2,
1733,TCK-001733,173,178,2026-07-29,2026-07-30,closed,feature_request,medium,in_app,jonas.becker,10,
1734,TCK-001734,173,178,2026-01-01,2026-01-01,solved,how_to,high,email,jonas.becker,1,
1735,TCK-001735,173,178,2026-04-27,2026-04-27,solved,how_to,medium,chat,ava.nguyen,2,2
1736,TCK-001736,173,178,2026-03-03,2026-03-03,solved,how_to,high,in_app,priya.shah,1,3
1737,TCK-001737,173,178,2026-05-03,2026-05-03,solved,feature_request,high,phone,priya.shah,1,3
1738,TCK-001738,173,178,2026-06-15,,open,onboarding,high,in_app,ava.nguyen,24,
1739,TCK-001739,173,178,2026-05-20,2026-05-20,solved,how_to,medium,chat,priya.shah,2,
1740,TCK-001740,173,178,2026-01-29,2026-01-29,solved,billing,high,in_app,ava.nguyen,1,
1741,TCK-001741,173,178,2025-11-02,2025-11-02,closed,how_to,high,phone,emma.cole,1,5
1742,TCK-001742,173,178,2025-12-29,2025-12-29,solved,bug,high,email,priya.shah,1,5
1743,TCK-001743,173,178,2025-07-16,2025-07-16,solved,feature_request,low,in_app,marcus.holm,1,
1744,TCK-001744,173,178,2025-10-12,2025-10-12,solved,billing,medium,email,jonas.becker,1,5
1745,TCK-001745,173,178,2026-04-01,2026-04-02,solved,how_to,medium,email,marcus.holm,5,3
1746,TCK-001746,175,181,2024-11-28,2024-11-28,solved,billing,low,in_app,priya.shah,1,4
1747,TCK-001747,175,181,2024-12-25,2024-12-25,solved,how_to,medium,phone,priya.shah,1,
1748,TCK-001748,175,181,2024-12-03,2024-12-03,solved,how_to,low,email,jonas.becker,2,
1749,TCK-001749,175,181,2025-04-15,2025-04-15,solved,how_to,low,email,jonas.becker,1,4
1750,TCK-001750,175,181,2025-04-01,2025-04-03,solved,how_to,medium,in_app,marcus.holm,17,4
1751,TCK-001751,175,181,2024-08-18,2024-08-18,closed,onboarding,medium,in_app,marcus.holm,1,
1752,TCK-001752,175,181,2024-09-20,2024-09-20,solved,billing,medium,phone,emma.cole,1,
1753,TCK-001753,175,180,2023-11-04,2023-11-04,solved,feature_request,medium,chat,priya.shah,2,
1754,TCK-001754,175,180,2023-07-27,2023-07-27,closed,feature_request,medium,in_app,jonas.becker,5,
1755,TCK-001755,175,181,2025-03-28,2025-03-28,solved,how_to,medium,in_app,priya.shah,7,5
1756,TCK-001756,175,180,2023-08-04,2023-08-04,solved,how_to,medium,email,jonas.becker,2,
1757,TCK-001757,175,181,2025-03-29,2025-03-29,solved,bug,high,email,marcus.holm,2,4
1758,TCK-001758,175,,2024-03-21,2024-03-21,solved,billing,medium,in_app,marcus.holm,1,
1759,TCK-001759,175,,2024-05-27,2024-05-27,solved,billing,high,email,priya.shah,2,
1760,TCK-001760,175,180,2024-02-04,2024-02-04,solved,bug,low,in_app,ava.nguyen,6,
1761,TCK-001761,176,182,2026-03-15,2026-03-15,solved,how_to,low,email,ava.nguyen,1,
1762,TCK-001762,176,182,2024-07-29,2024-07-29,closed,how_to,medium,email,priya.shah,5,1
1763,TCK-001763,176,182,2026-06-05,2026-06-05,closed,how_to,low,phone,marcus.holm,1,3
1764,TCK-001764,176,182,2024-10-08,2024-10-08,solved,bug,medium,in_app,ava.nguyen,1,
1765,TCK-001765,176,182,2026-03-11,2026-03-12,closed,bug,low,email,ava.nguyen,3,5
1766,TCK-001766,176,182,2025-05-21,2025-05-21,solved,bug,medium,email,marcus.holm,1,4
1767,TCK-001767,176,182,2024-11-20,2024-11-21,solved,feature_request,low,chat,priya.shah,4,5
1768,TCK-001768,176,182,2025-03-02,2025-03-02,closed,bug,low,in_app,emma.cole,2,4
1769,TCK-001769,176,182,2025-04-06,2025-04-06,solved,billing,medium,in_app,jonas.becker,1,
1770,TCK-001770,176,182,2024-06-12,2024-06-13,solved,feature_request,medium,in_app,jonas.becker,3,5
1771,TCK-001771,176,182,2025-07-16,2025-07-16,solved,bug,medium,in_app,emma.cole,1,
1772,TCK-001772,176,182,2025-04-28,2025-04-28,solved,how_to,medium,chat,jonas.becker,2,
1773,TCK-001773,176,182,2024-04-19,2024-04-19,solved,how_to,low,phone,ava.nguyen,5,2
1774,TCK-001774,176,182,2025-03-22,2025-03-22,solved,how_to,medium,email,priya.shah,1,
1775,TCK-001775,176,182,2025-04-19,2025-04-19,solved,feature_request,urgent,email,priya.shah,1,4
1776,TCK-001776,176,182,2026-08-30,,open,feature_request,low,in_app,unassigned,,
1777,TCK-001777,176,182,2024-09-10,2024-09-10,solved,bug,high,email,emma.cole,1,
1778,TCK-001778,176,182,2024-08-06,2024-08-06,solved,how_to,medium,email,emma.cole,1,
1779,TCK-001779,176,182,2024-11-30,2024-11-30,solved,feature_request,medium,email,priya.shah,3,
1780,TCK-001780,176,182,2024-04-13,2024-04-13,solved,feature_request,medium,chat,jonas.becker,1,4
1781,TCK-001781,176,182,2025-07-30,2025-07-31,closed,onboarding,low,in_app,priya.shah,6,
1782,TCK-001782,176,182,2026-01-16,2026-01-16,solved,how_to,urgent,chat,marcus.holm,1,
1783,TCK-001783,176,182,2025-11-14,2025-11-14,solved,how_to,medium,email,ava.nguyen,2,
1784,TCK-001784,176,182,2024-04-28,2024-04-28,solved,how_to,low,email,priya.shah,1,
1785,TCK-001785,176,182,2026-04-03,2026-04-03,solved,how_to,low,email,priya.shah,1,5
1786,TCK-001786,176,182,2025-12-02,2025-12-02,solved,how_to,medium,in_app,jonas.becker,1,
1787,TCK-001787,176,182,2026-04-25,2026-04-25,solved,bug,urgent,in_app,jonas.becker,1,3
1788,TCK-001788,176,182,2025-07-17,2025-07-17,solved,billing,medium,email,jonas.becker,1,5
1789,TCK-001789,176,182,2025-01-08,2025-01-10,solved,billing,low,in_app,marcus.holm,11,
1790,TCK-001790,177,183,2026-08-10,2026-08-10,solved,how_to,medium,email,ava.nguyen,4,3
1791,TCK-001791,178,184,2024-08-30,,open,how_to,medium,in_app,ava.nguyen,8,
1792,TCK-001792,178,184,2025-12-16,2025-12-16,closed,how_to,low,email,jonas.becker,7,5
1793,TCK-001793,178,184,2025-05-14,2025-05-15,solved,how_to,low,in_app,jonas.becker,4,4
1794,TCK-001794,178,184,2026-05-24,2026-05-24,solved,onboarding,high,email,jonas.becker,1,
1795,TCK-001795,178,184,2026-05-18,2026-05-18,solved,bug,high,email,priya.shah,1,
1796,TCK-001796,178,184,2026-04-08,2026-04-08,closed,onboarding,high,phone,priya.shah,1,
1797,TCK-001797,178,184,2026-08-31,2026-08-31,solved,how_to,low,phone,jonas.becker,1,5
1798,TCK-001798,178,184,2024-09-30,2024-09-30,solved,how_to,high,chat,marcus.holm,2,
1799,TCK-001799,178,184,2025-01-22,2025-01-22,solved,how_to,low,email,ava.nguyen,3,5
1800,TCK-001800,178,184,2024-09-13,2024-09-13,solved,billing,medium,in_app,ava.nguyen,1,3
1801,TCK-001801,178,184,2025-02-04,2025-02-04,solved,how_to,medium,phone,jonas.becker,1,
1802,TCK-001802,178,184,2026-03-23,2026-03-23,closed,bug,low,email,priya.shah,1,
1803,TCK-001803,178,184,2025-04-10,,open,bug,high,email,jonas.becker,2,
1804,TCK-001804,178,184,2024-10-12,2024-10-12,closed,bug,medium,in_app,marcus.holm,1,
1805,TCK-001805,178,184,2025-02-27,2025-02-27,closed,bug,high,in_app,ava.nguyen,1,
1806,TCK-001806,178,184,2024-12-03,2024-12-03,solved,billing,medium,email,marcus.holm,3,3
1807,TCK-001807,178,184,2024-10-13,2024-10-13,solved,billing,medium,chat,priya.shah,1,4
1808,TCK-001808,178,184,2025-02-12,2025-02-12,solved,billing,high,email,priya.shah,1,5
1809,TCK-001809,178,184,2025-03-05,2025-03-05,solved,bug,medium,email,ava.nguyen,2,5
1810,TCK-001810,178,184,2025-07-13,2025-07-13,solved,bug,low,in_app,marcus.holm,1,
1811,TCK-001811,178,184,2024-11-21,2024-11-21,solved,bug,medium,in_app,emma.cole,1,
1812,TCK-001812,178,184,2025-01-06,2025-01-06,solved,feature_request,low,email,ava.nguyen,5,
1813,TCK-001813,178,184,2025-04-11,2025-04-11,solved,how_to,medium,in_app,priya.shah,1,
1814,TCK-001814,178,184,2026-07-07,2026-07-07,solved,bug,low,email,marcus.holm,3,
1815,TCK-001815,178,184,2025-02-04,2025-02-04,solved,billing,medium,phone,jonas.becker,2,
1816,TCK-001816,178,184,2025-04-19,2025-04-20,solved,how_to,low,email,emma.cole,3,
1817,TCK-001817,178,184,2025-04-19,2025-04-19,solved,billing,high,in_app,priya.shah,1,4
1818,TCK-001818,178,184,2025-10-15,2025-10-15,solved,how_to,medium,email,ava.nguyen,1,4
1819,TCK-001819,179,185,2022-11-11,2022-11-12,solved,how_to,medium,email,jonas.becker,3,3
1820,TCK-001820,179,185,2022-12-10,2022-12-11,solved,bug,medium,email,marcus.holm,9,4
1821,TCK-001821,179,185,2022-11-25,2022-11-25,solved,how_to,low,chat,marcus.holm,3,3
1822,TCK-001822,179,185,2022-10-20,2022-10-20,solved,bug,high,email,jonas.becker,1,
1823,TCK-001823,181,187,2026-07-15,2026-07-15,solved,feature_request,medium,in_app,ava.nguyen,1,
1824,TCK-001824,181,187,2026-05-12,2026-05-13,solved,how_to,medium,email,jonas.becker,5,4
1825,TCK-001825,181,187,2026-08-27,2026-08-27,solved,billing,medium,in_app,marcus.holm,1,4
1826,TCK-001826,181,187,2026-06-01,2026-06-01,solved,bug,medium,email,emma.cole,1,1
1827,TCK-001827,182,188,2026-04-22,2026-04-22,solved,bug,low,email,marcus.holm,4,5
1828,TCK-001828,182,188,2024-10-21,2024-10-21,solved,how_to,medium,chat,emma.cole,1,4
1829,TCK-001829,182,188,2024-03-27,2024-03-27,solved,billing,medium,email,jonas.becker,1,3
1830,TCK-001830,182,188,2023-10-27,2023-10-27,solved,feature_request,low,email,ava.nguyen,1,
1831,TCK-001831,182,188,2026-02-16,2026-02-16,closed,how_to,high,in_app,ava.nguyen,1,
1832,TCK-001832,182,188,2026-03-26,2026-03-26,solved,how_to,medium,chat,priya.shah,4,
1833,TCK-001833,182,188,2024-07-18,2024-07-18,closed,feature_request,medium,in_app,emma.cole,1,5
1834,TCK-001834,182,188,2025-09-07,2025-09-09,closed,how_to,medium,email,jonas.becker,8,5
1835,TCK-001835,182,188,2024-05-28,2024-05-28,solved,how_to,medium,chat,jonas.becker,1,
1836,TCK-001836,182,188,2024-09-10,2024-09-10,solved,feature_request,medium,chat,ava.nguyen,1,5
1837,TCK-001837,182,188,2025-03-23,2025-03-23,solved,feature_request,medium,in_app,marcus.holm,4,
1838,TCK-001838,182,188,2025-09-21,2025-09-21,closed,onboarding,medium,in_app,marcus.holm,2,4
1839,TCK-001839,182,188,2023-11-01,2023-11-01,solved,how_to,low,email,marcus.holm,3,5
1840,TCK-001840,182,188,2024-07-06,2024-07-07,closed,bug,medium,in_app,priya.shah,3,5
1841,TCK-001841,182,188,2026-01-14,2026-01-17,closed,billing,low,email,emma.cole,8,
1842,TCK-001842,182,188,2025-07-17,2025-07-17,solved,bug,medium,email,ava.nguyen,1,
1843,TCK-001843,182,188,2023-12-27,2023-12-27,solved,how_to,low,chat,marcus.holm,1,
1844,TCK-001844,182,188,2025-12-12,2025-12-12,closed,bug,medium,chat,marcus.holm,2,4
1845,TCK-001845,182,188,2024-09-09,2024-09-09,solved,how_to,high,in_app,priya.shah,1,5
1846,TCK-001846,182,188,2024-11-18,2024-11-18,closed,feature_request,medium,email,jonas.becker,2,5
1847,TCK-001847,182,188,2024-01-03,2024-01-03,closed,bug,high,email,marcus.holm,2,5
1848,TCK-001848,182,188,2026-01-28,2026-01-28,closed,onboarding,high,in_app,marcus.holm,5,
1849,TCK-001849,182,188,2026-04-14,2026-04-14,solved,how_to,medium,in_app,ava.nguyen,1,
1850,TCK-001850,182,188,2023-11-17,2023-11-17,closed,outage,high,in_app,jonas.becker,1,1
1851,TCK-001851,182,188,2025-08-04,2025-08-04,solved,how_to,low,email,emma.cole,1,
1852,TCK-001852,182,188,2025-05-23,2025-05-23,solved,bug,medium,email,ava.nguyen,1,5
1853,TCK-001853,182,188,2024-05-22,2024-05-22,closed,feature_request,medium,in_app,priya.shah,1,
1854,TCK-001854,182,188,2026-01-01,2026-01-01,solved,how_to,medium,email,marcus.holm,1,
1855,TCK-001855,182,188,2024-06-11,2024-06-11,solved,feature_request,low,in_app,emma.cole,1,
1856,TCK-001856,182,188,2026-06-02,,open,billing,medium,email,unassigned,4,
1857,TCK-001857,182,188,2026-03-19,2026-03-19,solved,how_to,medium,email,ava.nguyen,1,
1858,TCK-001858,182,188,2025-08-29,2025-08-29,solved,how_to,low,in_app,priya.shah,1,5
1859,TCK-001859,182,188,2026-07-30,2026-07-30,solved,bug,high,email,priya.shah,1,4
1860,TCK-001860,182,188,2026-03-01,2026-03-01,closed,how_to,high,email,priya.shah,1,1
1861,TCK-001861,182,188,2023-08-19,2023-08-19,solved,bug,high,email,jonas.becker,1,
1862,TCK-001862,182,188,2026-03-29,2026-03-29,solved,bug,medium,in_app,priya.shah,1,
1863,TCK-001863,182,188,2023-10-03,2023-10-03,solved,feature_request,medium,chat,emma.cole,4,
1864,TCK-001864,182,188,2024-12-20,2024-12-20,closed,how_to,high,in_app,ava.nguyen,1,5
1865,TCK-001865,182,188,2023-10-11,2023-10-11,solved,bug,medium,email,priya.shah,1,
1866,TCK-001866,182,188,2026-03-26,,open,feature_request,high,email,emma.cole,8,
1867,TCK-001867,182,188,2026-07-20,2026-07-20,solved,billing,high,chat,ava.nguyen,1,4
1868,TCK-001868,182,188,2024-12-10,2024-12-10,solved,billing,high,email,ava.nguyen,2,
