invoice_item_id,invoice_id,customer_id,subscription_id,plan_id,description,item_type,quantity,unit_price,amount
995,930,103,108,2,Team plan · 11 seats,subscription,11,59.00,649.00
996,931,103,108,2,Team plan · 11 seats,subscription,11,59.00,649.00
997,932,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
998,932,103,108,3,Additional storage,addon,1,129.00,129.00
999,933,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1000,934,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1001,935,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1002,936,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1003,937,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1004,937,103,108,3,Additional storage,addon,1,49.00,49.00
1005,938,103,108,3,Business plan · 11 seats,subscription,11,99.00,1089.00
1006,939,104,109,2,Team plan · 6 seats,subscription,6,59.00,354.00
1007,940,104,109,2,Team plan · 6 seats,subscription,6,59.00,354.00
1008,941,104,109,2,Team plan · 6 seats,subscription,6,59.00,354.00
1009,942,104,109,2,Team plan · 6 seats,subscription,6,59.00,354.00
1010,943,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1011,944,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1012,945,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1013,946,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1014,947,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1015,948,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1016,949,104,109,3,Business plan · 6 seats,subscription,6,99.00,594.00
1017,950,105,110,2,Team plan · 21 seats,subscription,21,59.00,1239.00
1018,951,105,110,2,Team plan · 21 seats,subscription,21,59.00,1239.00
1019,952,105,110,2,Team plan · 21 seats,subscription,21,59.00,1239.00
1020,953,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1021,954,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1022,955,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1023,956,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1024,957,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1025,958,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1026,959,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1027,960,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1028,961,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1029,962,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1030,963,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1031,964,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1032,965,106,111,1,Starter plan · 5 seats,subscription,5,29.00,145.00
1033,966,106,111,1,Starter plan · 5 seats,subscription,5,29.00,145.00
1034,967,106,111,1,Starter plan · 5 seats,subscription,5,29.00,145.00
1035,968,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1036,969,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1037,970,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1038,971,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1039,972,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1040,973,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1041,974,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1042,975,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1043,976,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1044,977,106,111,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1045,978,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1046,979,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1047,980,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1048,981,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1049,982,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1050,983,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1051,984,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1052,985,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1053,986,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1054,987,107,112,3,Business plan · 16 seats,subscription,16,99.00,1584.00
1055,987,107,112,3,Additional storage,addon,1,79.00,79.00
1056,988,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1057,988,107,112,3,Additional storage,addon,1,79.00,79.00
1058,989,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1059,990,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1060,991,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1061,991,107,112,3,Additional storage,addon,1,49.00,49.00
1062,992,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1063,993,107,112,3,Business plan · 18 seats,subscription,18,99.00,1782.00
1064,994,108,113,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1065,995,108,113,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1066,996,108,113,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1067,997,108,113,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1068,998,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1069,999,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1070,1000,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1071,1001,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1072,1002,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1073,1003,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1074,1004,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1075,1005,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1076,1006,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1077,1007,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1078,1008,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1079,1009,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1080,1010,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1081,1011,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1082,1012,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1083,1013,109,114,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1084,1014,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1085,1015,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1086,1016,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1087,1017,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1088,1018,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1089,1019,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1090,1020,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1091,1021,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1092,1022,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1093,1023,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1094,1024,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1095,1025,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1096,1026,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1097,1027,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1098,1028,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1099,1029,110,115,2,Team plan · 8 seats,subscription,8,59.00,472.00
1100,1030,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1101,1031,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1102,1032,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1103,1033,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1104,1034,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1105,1035,110,115,2,Team plan · 10 seats,subscription,10,59.00,590.00
1106,1036,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1107,1037,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1108,1038,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1109,1039,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1110,1040,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1111,1041,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1112,1042,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1113,1043,111,116,2,Team plan · 14 seats,subscription,14,59.00,826.00
1114,1044,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1115,1045,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1116,1046,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1117,1047,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1118,1048,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1119,1049,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1120,1050,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1121,1051,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1122,1052,111,116,2,Team plan · 15 seats,subscription,15,59.00,885.00
1123,1053,112,117,2,Team annual · 10 seats,subscription,10,708.00,7080.00
1124,1054,112,117,3,Business annual · 10 seats,subscription,10,1188.00,11880.00
1125,1055,112,117,3,Business annual · 12 seats,subscription,12,1188.00,14256.00
1126,1056,113,118,4,Enterprise annual · 102 seats,subscription,102,1490.00,151980.00
1127,1056,113,118,4,Implementation and onboarding,one_time,1,7500.00,7500.00
1128,1057,114,119,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1129,1058,114,119,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1130,1059,114,119,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1131,1060,114,119,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1132,1061,115,120,2,Team annual · 12 seats,subscription,12,590.00,7080.00
1133,1062,116,121,2,Team plan · 14 seats,subscription,14,59.00,826.00
1134,1063,116,121,2,Team plan · 14 seats,subscription,14,59.00,826.00
1135,1064,116,121,2,Team plan · 14 seats,subscription,14,59.00,826.00
1136,1065,116,121,2,Team plan · 14 seats,subscription,14,59.00,826.00
1137,1066,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1138,1067,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1139,1068,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1140,1069,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1141,1070,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1142,1071,116,121,3,Business plan · 14 seats,subscription,14,99.00,1386.00
1143,1072,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1144,1073,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1145,1074,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1146,1075,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1147,1076,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1148,1077,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1149,1078,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1150,1079,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1151,1080,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1152,1081,117,122,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1153,1082,117,122,2,Team plan · 20 seats,subscription,20,59.00,1180.00
1154,1083,117,122,3,Business plan · 20 seats,subscription,20,99.00,1980.00
1155,1084,117,122,3,Business plan · 20 seats,subscription,20,99.00,1980.00
1156,1085,117,122,3,Business plan · 20 seats,subscription,20,99.00,1980.00
1157,1085,117,122,3,Additional storage,addon,1,49.00,49.00
1158,1086,117,122,3,Business plan · 20 seats,subscription,20,99.00,1980.00
1159,1087,117,122,3,Business plan · 20 seats,subscription,20,99.00,1980.00
1160,1087,117,122,3,Additional storage,addon,1,79.00,79.00
1161,1088,117,122,3,Business plan · 22 seats,subscription,22,99.00,2178.00
1162,1089,117,122,3,Business plan · 22 seats,subscription,22,99.00,2178.00
1163,1089,117,122,3,Additional storage,addon,1,129.00,129.00
1164,1090,117,122,3,Business plan · 22 seats,subscription,22,99.00,2178.00
1165,1091,117,122,3,Business plan · 22 seats,subscription,22,99.00,2178.00
1166,1092,118,123,4,Enterprise annual · 611 seats,subscription,611,1490.00,910389.96
1167,1092,118,123,4,Implementation and onboarding,one_time,1,1500.00,1500.00
1168,1093,118,123,4,Enterprise annual · 729 seats,subscription,729,1490.00,1086210.00
1169,1094,119,124,4,Enterprise annual · 202 seats,subscription,202,1490.00,300980.04
1170,1095,119,124,4,Enterprise annual · 202 seats,subscription,202,1490.00,300980.04
1171,1095,119,124,4,Customer success package,addon,1,2400.00,2400.00
1172,1096,120,125,4,Enterprise annual · 25 seats,subscription,25,1490.00,37250.04
1173,1097,120,125,4,Enterprise annual · 22 seats,subscription,22,1490.00,32780.04
1174,1098,120,125,4,Enterprise annual · 23 seats,subscription,23,1490.00,34269.96
1175,1098,120,125,4,Customer success package,addon,1,2400.00,2400.00
1176,1099,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1177,1100,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1178,1101,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1179,1102,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1180,1103,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1181,1104,121,126,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1182,1105,122,127,3,Business annual · 307 seats,subscription,307,990.00,303930.00
1183,1105,122,127,3,Implementation and onboarding,one_time,1,4000.00,4000.00
1184,1106,122,127,3,Business annual · 273 seats,subscription,273,990.00,270270.00
1185,1107,122,127,4,Enterprise annual · 330 seats,subscription,330,1490.00,491700.00
1186,1108,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1187,1109,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1188,1110,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1189,1111,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1190,1112,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1191,1113,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1192,1114,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1193,1115,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1194,1116,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1195,1117,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1196,1118,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1197,1119,123,128,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1198,1120,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1199,1121,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1200,1122,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1201,1123,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1202,1124,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1203,1125,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1204,1126,123,128,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1205,1127,124,129,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1206,1128,124,129,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1207,1129,124,129,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1208,1130,124,129,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1209,1131,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1210,1132,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1211,1133,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1212,1134,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1213,1135,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1214,1136,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1215,1137,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1216,1138,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1217,1139,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1218,1140,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1219,1141,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1220,1142,125,130,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1221,1143,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1222,1144,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1223,1145,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1224,1146,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1225,1147,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1226,1148,125,130,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1227,1149,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1228,1150,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1229,1151,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1230,1152,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1231,1153,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1232,1154,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1233,1155,126,131,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1234,1156,127,132,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1235,1157,127,132,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1236,1158,127,132,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1237,1159,127,132,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1238,1160,127,132,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1239,1161,127,132,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1240,1162,127,132,1,Starter plan · 9 seats,subscription,9,29.00,261.00
1241,1163,128,133,2,Team annual · 27 seats,subscription,27,590.00,15930.00
1242,1164,128,133,3,Business annual · 24 seats,subscription,24,990.00,23760.00
1243,1165,128,133,3,Business annual · 35 seats,subscription,35,990.00,34650.00
1244,1166,129,134,4,Enterprise annual · 123 seats,subscription,123,1490.00,183270.00
1245,1167,130,135,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1246,1168,130,135,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1247,1169,130,135,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1248,1170,130,135,1,Starter plan · 4 seats,subscription,4,29.00,116.00
1249,1171,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1250,1172,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1251,1173,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1252,1174,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1253,1175,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1254,1176,131,136,2,Team plan · 7 seats,subscription,7,59.00,413.00
1255,1177,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1256,1178,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1257,1179,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1258,1180,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1259,1181,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1260,1182,131,136,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1261,1183,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1262,1184,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1263,1185,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1264,1186,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1265,1187,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1266,1188,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1267,1189,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1268,1190,131,136,1,Starter plan · 8 seats,subscription,8,29.00,232.00
1269,1191,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1270,1192,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1271,1193,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1272,1194,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1273,1195,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1274,1196,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1275,1197,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1276,1198,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1277,1199,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1278,1200,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1279,1201,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1280,1202,132,137,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1281,1203,133,138,2,Team annual · 26 seats,subscription,26,590.00,15339.96
1282,1204,133,138,2,Team annual · 35 seats,subscription,35,590.00,20649.96
1283,1205,134,139,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1284,1206,134,139,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1285,1207,134,139,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1286,1208,134,139,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1287,1209,134,139,1,Starter plan · 7 seats,subscription,7,29.00,203.00
1288,1210,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1289,1211,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1290,1212,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1291,1213,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1292,1214,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1293,1215,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1294,1216,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1295,1217,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1296,1218,134,139,1,Starter plan · 6 seats,subscription,6,29.00,174.00
1297,1219,135,140,4,Enterprise annual · 612 seats,subscription,612,1490.00,911880.00
1298,1219,135,140,4,Implementation and onboarding,one_time,1,2500.00,2500.00
1299,1220,135,140,4,Enterprise annual · 662 seats,subscription,662,1490.00,986379.96
1300,1220,135,140,4,Customer success package,addon,1,2400.00,2400.00
1301,1221,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1302,1222,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1303,1223,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1304,1224,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1305,1225,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1306,1226,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1307,1227,136,141,2,Team plan · 8 seats,subscription,8,59.00,472.00
1308,1228,137,142,2,Team plan · 9 seats,subscription,9,59.00,531.00
1309,1229,137,142,2,Team plan · 9 seats,subscription,9,59.00,531.00
1310,1230,137,142,2,Team plan · 9 seats,subscription,9,59.00,531.00
1311,1231,138,143,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1312,1232,138,143,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1313,1233,138,143,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1314,1234,138,143,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1315,1235,138,143,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1316,1236,139,144,4,Enterprise annual · 34 seats,subscription,34,1490.00,50660.04
1317,1237,139,144,4,Enterprise annual · 34 seats,subscription,34,1490.00,50660.04
1318,1238,140,145,3,Business annual · 112 seats,subscription,112,990.00,110880.00
1319,1238,140,145,3,Implementation and onboarding,one_time,1,1500.00,1500.00
1320,1239,140,145,4,Enterprise annual · 132 seats,subscription,132,1490.00,196680.00
1321,1240,141,146,3,Business annual · 3 seats,subscription,3,990.00,2970.00
1322,1241,141,146,3,Business annual · 3 seats,subscription,3,990.00,2970.00
1323,1242,141,146,4,Enterprise annual · 3 seats,subscription,3,1490.00,4470.00
1324,1243,142,147,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1325,1244,142,147,2,Team plan · 18 seats,subscription,18,59.00,1062.00
1326,1245,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1327,1246,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1328,1247,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1329,1248,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1330,1249,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1331,1250,143,148,1,Starter plan · 3 seats,subscription,3,29.00,87.00
1332,1251,144,149,3,Business annual · 18 seats,subscription,18,1188.00,21384.00
1333,1251,144,149,3,Implementation and onboarding,one_time,1,1500.00,1500.00
1334,1252,144,149,3,Business annual · 18 seats,subscription,18,1188.00,21384.00
1335,1253,144,149,4,Enterprise annual · 18 seats,subscription,18,1490.00,26820.00
1336,1254,144,149,3,Business annual · 18 seats,subscription,18,990.00,17820.00
1337,1255,145,150,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1338,1256,145,150,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1339,1257,145,150,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1340,1258,145,150,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1341,1259,145,150,1,Starter plan · 10 seats,subscription,10,29.00,290.00
1342,1260,146,151,2,Team annual · 27 seats,subscription,27,590.00,15930.00
1343,1261,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1344,1262,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1345,1263,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1346,1264,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1347,1265,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1348,1266,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1349,1267,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1350,1268,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1351,1269,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1352,1270,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1353,1271,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1354,1272,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1355,1273,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1356,1274,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1357,1275,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1358,1276,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1359,1277,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1360,1278,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1361,1279,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1362,1280,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1363,1281,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1364,1282,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
1365,1283,147,152,1,Starter plan · 2 seats,subscription,2,29.00,58.00
